"Time Scaled","S0 CASSCF 2R","S1 CASSCF 2R","S0 CASSCF 2R Scaled","S1 CASSCF 2R Scaled","S0 CASSCF 2R Scaled CASPT2","S1 CASSCF 2R Scaled CASPT2","S0 CASSCF Energy","S1 CASSCF Energy","S2 CASSCF Energy","S0 CASPT2 Energy","S1 CASPT2 Energy","S2 CASPT2 Energy","Scaled S0 CASSCF Energy","Scaled S1 CASSCF Energy","Scaled S2 CASSCF Energy","Scaled S0 CASPT2 Energy","Scaled S1 CASPT2 Energy",,"Scaled S2 CASPT2 Energy","S0 Mulliken Charge","S1 Mulliken Charge","S2 Mulliken Charge","Oscillator Strength S0S1","Oscillator Strength S0S2","Oscillator Strength S1S2","Reactive TORS","Reactive HOOP","HOOP in phase","TAU overlap","full-BLA","beta-BLA","rpsb-BLA"
396.0746,-869.062195392,-869.006559397,24.5,59.4,17.3,42,-869.063956,-869.003764,-868.96714,-871.82849,-871.775225,-871.742719,23.1,60.9,83.9,12.2,45.6,33.4,66,0.4223,0.3301,0.5791,1.385729,0.478198,0.23883,-25.628,-16.783,-4.4225,-21.2055,-0.037,-0.061,0.076
397.264,-869.06399411,-869.006813841,23.4,59.3,16.5,41.9,-869.065663,-869.00389,-868.968777,-871.829855,-871.775533,-871.744324,22.1,60.8,82.9,11.3,45.4,34.1,65,0.4254,0.3274,0.5779,1.405447,0.470682,0.218773,-25.454,-17.057,-4.19850000000001,-21.2555,-0.032,-0.056,0.078
398.4534,-869.065632188,-869.006988785,22.4,59.2,15.8,41.8,-869.067129,-869.004209,-868.969889,-871.8309,-871.775687,-871.745315,21.2,60.6,82.2,10.7,45.3,34.6,64.4,0.4223,0.3283,0.5761,1.433766,0.460438,0.200297,-25.296,-17.359,-3.96849999999999,-21.3275,-0.029,-0.052,0.075
399.6429,-869.067151012,-869.007241555,21.4,59,15.1,41.7,-869.06834,-869.004707,-868.970512,-871.831697,-871.775791,-871.745794,20.4,60.3,81.8,10.2,45.2,35,64.1,0.4148,0.3321,0.574,1.466674,0.448199,0.185729,-25.155,-17.676,-3.73950000000001,-21.4155,-0.028,-0.048,0.067
400.8323,-869.068530949,-869.007571897,20.5,58.8,14.5,41.6,-869.069213,-869.005175,-868.970613,-871.83223,-871.775825,-871.745849,19.8,60,81.7,9.8,45.2,35.4,64,0.4052,0.3389,0.5722,1.497076,0.436434,0.176169,-25.033,-17.996,-3.51849999999999,-21.5145,-0.028,-0.044,0.055
402.0217,-869.069644724,-869.007811307,19.8,58.6,14,41.5,-869.069281,-869.005122,-868.969752,-871.832126,-871.775415,-871.745137,19.8,60.1,82.3,9.9,45.5,35.6,64.5,0.3938,0.3483,0.5709,1.524045,0.424869,0.170702,-24.932,-18.308,-3.312,-21.62,-0.029,-0.04,0.041
403.2111,-869.070001462,-869.00748269,19.6,58.9,13.9,41.6,-869.06887,-869.004737,-868.968335,-871.831776,-871.7749,-871.744146,20.1,60.3,83.1,10.1,45.8,35.7,65.1,0.3823,0.3592,0.5697,1.544281,0.414829,0.168907,-24.856,-18.599,-3.1285,-21.7275,-0.03,-0.036,0.027
404.4005,-869.069893084,-869.006807262,19.7,59.3,13.9,41.9,-869.068246,-869.004201,-868.966732,-871.831395,-871.774444,-871.743173,20.5,60.6,84.2,10.4,46.1,35.7,65.7,0.3722,0.3709,0.5693,1.556954,0.406691,0.169717,-24.808,-18.855,-2.9765,-21.8315,-0.031,-0.033,0.014
405.5899,-869.069556292,-869.005997654,19.9,59.8,14.1,42.3,-869.067681,-869.00373,-868.96525,-871.831147,-871.774168,-871.7424,20.8,60.9,85.1,10.5,46.3,35.8,66.2,0.3637,0.3812,0.5688,1.563175,0.400601,0.172086,-24.79,-19.068,-2.86099999999999,-21.929,-0.032,-0.03,0.003
406.7793,-869.069232825,-869.005288963,20.1,60.2,14.2,42.6,-869.067165,-869.003167,-868.964022,-871.830872,-871.773828,-871.741755,21.1,61.3,85.9,10.7,46.5,35.8,66.6,0.3583,0.3885,0.5687,1.565257,0.3957,0.173745,-24.802,-19.225,-2.7885,-22.0135,-0.032,-0.027,-0.003
407.9688,-869.068882505,-869.004566965,20.3,60.7,14.4,42.9,-869.066904,-869.002711,-868.963276,-871.830672,-871.773496,-871.741347,21.3,61.6,86.3,10.8,46.7,35.9,66.9,0.3555,0.3923,0.5684,1.566604,0.39165,0.173201,-24.841,-19.322,-2.7595,-22.0815,-0.031,-0.025,-0.005
409.1582,-869.068699112,-869.004022675,20.4,61,14.4,43.1,-869.067276,-869.002779,-868.963451,-871.830875,-871.77354,-871.741489,21.1,61.5,86.2,10.7,46.7,36,66.8,0.3564,0.3917,0.569,1.565471,0.389427,0.171319,-24.905,-19.355,-2.77500000000001,-22.13,-0.029,-0.023,-0.002
410.3476,-869.069050298,-869.004100627,20.2,61,14.3,43.1,-869.068247,-869.00335,-868.964563,-871.831465,-871.773956,-871.742188,20.4,61.2,85.5,10.3,46.4,36.1,66.3,0.3609,0.3867,0.5704,1.56197,0.388939,0.167794,-24.987,-19.327,-2.83,-22.157,-0.026,-0.021,0.006
411.537,-869.069914026,-869.004769735,19.7,60.6,13.9,42.8,-869.069504,-869.004184,-868.966279,-871.832217,-871.774562,-871.743226,19.7,60.7,84.4,9.8,46,36.2,65.7,0.3685,0.3788,0.5724,1.555353,0.390911,0.163708,-25.083,-19.245,-2.919,-22.164,-0.023,-0.02,0.017
412.7264,-869.070981615,-869.005774741,19,59.9,13.4,42.4,-869.070411,-869.004755,-868.967924,-871.832612,-871.774904,-871.744063,19.1,60.3,83.4,9.6,45.8,36.2,65.2,0.3783,0.3693,0.5746,1.543536,0.396391,0.160813,-25.19,-19.113,-3.0385,-22.1515,-0.02,-0.021,0.031
413.9158,-869.071649241,-869.006564012,18.6,59.4,13.1,42,-869.070675,-869.004902,-868.969107,-871.83248,-871.774902,-871.74448,18.9,60.2,82.7,9.7,45.8,36.1,64.9,0.3886,0.3596,0.5766,1.524777,0.406478,0.160868,-25.306,-18.933,-3.18650000000001,-22.1195,-0.018,-0.022,0.044
415.1052,-869.071661276,-869.00695723,18.6,59.2,13.1,41.8,-869.070276,-869.00475,-868.969696,-871.831923,-871.774669,-871.744511,19.2,60.3,82.3,10,46,36,64.9,0.397,0.3514,0.5774,1.502255,0.420393,0.16422,-25.433,-18.706,-3.3635,-22.0695,-0.018,-0.026,0.056
416.2946,-869.071023239,-869.007015723,19,59.1,13.4,41.8,-869.069423,-869.00468,-868.969763,-871.831199,-871.774589,-871.744278,19.7,60.3,82.2,10.5,46,35.5,65,0.4022,0.3451,0.577,1.473559,0.439054,0.173871,-25.572,-18.43,-3.571,-22.001,-0.019,-0.031,0.065
417.4841,-869.069984855,-869.007116379,19.6,59.1,13.9,41.8,-869.0681,-869.004668,-868.969209,-871.8303,-871.774637,-871.743706,20.5,60.3,82.6,11,46,35,65.4,0.4045,0.3411,0.5756,1.442324,0.459556,0.189455,-25.722,-18.105,-3.80850000000001,-21.9135,-0.022,-0.037,0.07
418.6735,-869.068542141,-869.007224548,20.5,59,14.5,41.7,-869.065859,-869.0043,-868.96746,-871.828747,-871.774317,-871.742212,21.9,60.6,83.7,12,46.2,34.2,66.3,0.4019,0.3396,0.5737,1.414096,0.478509,0.210413,-25.881,-17.732,-4.0745,-21.8065,-0.028,-0.045,0.07
419.8629,-869.066274649,-869.006887756,22,59.2,15.5,41.9,-869.063099,-869.00381,-868.964892,-871.826849,-871.77388,-871.740106,23.7,60.9,85.3,13.2,46.4,33.2,67.6,0.3956,0.3399,0.5714,1.389303,0.493656,0.236985,-26.048,-17.316,-4.366,-21.682,-0.035,-0.054,0.065
421.0523,-869.063585237,-869.00635931,23.6,59.6,16.7,42.1,-869.060376,-869.003582,-868.962041,-871.825065,-871.773682,-871.73788,25.4,61,87.1,14.3,46.6,32.3,69,0.3865,0.3423,0.569,1.369741,0.503462,0.268231,-26.217,-16.87,-4.6735,-21.5435,-0.043,-0.063,0.056
422.2417,-869.061023942,-869.006012179,25.3,59.8,17.9,42.3,-869.058075,-869.003687,-868.959391,-871.823637,-871.773784,-871.73591,26.8,61,88.8,15.2,46.5,31.3,70.3,0.375,0.3467,0.5662,1.355138,0.508612,0.30091,-26.385,-16.41,-4.9875,-21.3975,-0.052,-0.071,0.044
423.4311,-869.058956939,-869.005935377,26.6,59.8,18.8,42.3,-869.056035,-869.003803,-868.956881,-871.822333,-871.773843,-871.73405,28.1,60.9,90.3,16,46.5,30.5,71.4,0.3631,0.3532,0.5636,1.345183,0.510518,0.331956,-26.545,-15.955,-5.29499999999999,-21.25,-0.06,-0.079,0.031
424.6205,-869.057200803,-869.005814599,27.7,59.9,19.5,42.3,-869.05405,-869.003465,-868.954407,-871.820843,-871.773369,-871.732083,29.4,61.1,91.9,17,46.8,29.8,72.7,0.351,0.3612,0.5601,1.339593,0.511877,0.35616,-26.694,-15.518,-5.58799999999999,-21.106,-0.067,-0.086,0.019
425.8099,-869.05550645,-869.005216037,28.7,60.3,20.3,42.6,-869.052418,-869.002869,-868.952415,-871.81947,-871.772614,-871.730363,30.4,61.5,93.1,17.8,47.2,29.4,73.8,0.3413,0.3691,0.5574,1.336862,0.513743,0.368993,-26.828,-15.112,-5.858,-20.97,-0.073,-0.09,0.009
426.9994,-869.054132081,-869.00438757,29.6,60.8,20.9,43,-869.05177,-869.002542,-868.951599,-871.818868,-871.772149,-871.729568,30.8,61.7,93.6,18.2,47.5,29.3,74.3,0.335,0.3757,0.5559,1.33847,0.515995,0.366552,-26.945,-14.744,-6.1005,-20.8445,-0.075,-0.092,0.003
428.1888,-869.05364865,-869.003897876,29.9,61.1,21.1,43.2,-869.052262,-869.002641,-868.952269,-871.81925,-871.772202,-871.729969,30.5,61.6,93.2,18,47.5,29.5,74,0.3351,0.3792,0.5568,1.342399,0.516476,0.350868,-27.041,-14.419,-6.31099999999999,-20.73,-0.075,-0.092,0.002
429.3782,-869.054198644,-869.00394746,29.5,61.1,20.9,43.2,-869.053947,-869.003214,-868.954353,-871.820699,-871.772854,-871.731665,29.4,61.3,91.9,17.1,47.1,30,72.9,0.3399,0.3791,0.5578,1.35178,0.514916,0.324861,-27.116,-14.139,-6.4885,-20.6275,-0.072,-0.088,0.006
430.5676,-869.055804237,-869.004581687,28.5,60.7,20.2,42.9,-869.056456,-869.003901,-868.957453,-871.822823,-871.77377,-871.734325,27.8,60.8,90,15.7,46.5,30.8,71.3,0.3506,0.3753,0.5596,1.363876,0.511084,0.295663,-27.168,-13.906,-6.631,-20.537,-0.066,-0.083,0.014
431.757,-869.058103378,-869.005449053,27.1,60.1,19.1,42.5,-869.059504,-869.004445,-868.961134,-871.825334,-871.774688,-871.737623,25.9,60.5,87.7,14.2,45.9,31.7,69.2,0.3653,0.3683,0.5612,1.379379,0.505911,0.26622,-27.197,-13.727,-6.735,-20.462,-0.058,-0.075,0.025
432.9464,-869.060847952,-869.006259197,25.4,59.6,17.9,42.1,-869.06324,-869.005188,-868.965291,-871.828363,-871.775836,-871.741529,23.6,60,85.1,12.3,45.2,32.9,66.7,0.3795,0.3602,0.5616,1.401348,0.498241,0.236185,-27.201,-13.607,-6.797,-20.404,-0.048,-0.066,0.039
434.1358,-869.06425393,-869.007261754,23.2,59,16.4,41.7,-869.067251,-869.005914,-868.969427,-871.83139,-871.776823,-871.745336,21.1,59.6,82.5,10.4,44.6,34.2,64.4,0.3937,0.3515,0.5626,1.429266,0.484865,0.205742,-27.183,-13.553,-6.815,-20.368,-0.038,-0.056,0.052
435.3253,-869.067960466,-869.008236712,20.9,58.4,14.8,41.3,-869.070361,-869.005797,-868.972414,-871.833457,-871.77688,-871.747998,19.1,59.6,80.6,9.1,44.6,35.5,62.7,0.4048,0.3435,0.5638,1.465936,0.463137,0.174915,-27.146,-13.562,-6.79199999999999,-20.354,-0.028,-0.046,0.063
436.5147,-869.070844223,-869.008314012,19.1,58.3,13.5,41.2,-869.0725,-869.005082,-868.974156,-871.834561,-871.776169,-871.749386,17.8,60.1,79.5,8.4,45,36.6,61.8,0.4115,0.3362,0.565,1.512557,0.431603,0.145301,-27.095,-13.631,-6.732,-20.363,-0.02,-0.036,0.07
437.7041,-869.072847941,-869.007720644,17.8,58.7,12.6,41.5,-869.073682,-869.004049,-868.974752,-871.834901,-871.775034,-871.749702,17,60.7,79.1,8.2,45.7,37.5,61.6,0.4133,0.331,0.5666,1.565781,0.393673,0.119492,-27.036,-13.756,-6.64,-20.396,-0.013,-0.028,0.072
438.8935,-869.07399056,-869.00672325,17.1,59.3,12.1,41.9,-869.074179,-869.003054,-868.974579,-871.834877,-871.773972,-871.74944,16.7,61.4,79.2,8.2,46.4,38.2,61.8,0.4108,0.3285,0.5673,1.615972,0.357407,0.100192,-26.974,-13.931,-6.52149999999999,-20.4525,-0.008,-0.02,0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,35.0516129032258,,,,,,,,,,,,,,
