"Time Scaled","S0 CASSCF 2R","S1 CASSCF 2R","S0 CASSCF 2R Scaled","S1 CASSCF 2R Scaled","S0 CASSCF 2R Scaled CASPT2","S1 CASSCF 2R Scaled CASPT2","S0 CASSCF Energy","S1 CASSCF Energy","S2 CASSCF Energy","S0 CASPT2 Energy","S1 CASPT2 Energy","S2 CASPT2 Energy","Scaled S0 CASSCF Energy","Scaled S1 CASSCF Energy","Scaled S2 CASSCF Energy","Scaled S0 CASPT2 Energy","Scaled S1 CASPT2 Energy",,"Scaled S2 CASPT2 Energy","S0 Mulliken Charge","S1 Mulliken Charge","S2 Mulliken Charge","Oscillator Strength S0S1","Oscillator Strength S0S2","Oscillator Strength S1S2","Reactive TORS","Reactive HOOP","HOOP in phase","TAU overlap","full-BLA","beta-BLA","rpsb-BLA"
97.8799,-868.971128658,-868.917812207,31.6,65,21.1,43.4,-868.970751,-868.916312,-868.872421,-871.740151,-871.689257,-871.652482,32.1,66.2,93.8,16.1,48,31.9,71.1,0.3356,0.3914,0.5647,1.50167,0.548691,0.329548,-21.859,-19.961,-0.948999999999998,-20.91,-0.073,-0.077,-0.04
99.1034,-868.972815655,-868.917470878,30.5,65.2,20.4,43.6,-868.97377,-868.916755,-868.875916,-871.742137,-871.689581,-871.655182,30.2,65.9,91.6,14.8,47.8,33,69.4,0.3416,0.3823,0.5633,1.53916,0.535787,0.283244,-21.72,-20.302,-0.709000000000003,-21.011,-0.065,-0.068,-0.035
100.3269,-868.975607248,-868.91813428,28.7,64.8,19.2,43.3,-868.978144,-868.918155,-868.880727,-871.745361,-871.691032,-871.659204,27.4,65.1,88.6,12.8,46.9,34.1,66.9,0.3571,0.3698,0.5637,1.572602,0.514932,0.240045,-21.56,-20.579,-0.490499999999997,-21.0695,-0.056,-0.059,-0.021
101.5504,-868.979520431,-868.919919411,26.3,63.7,17.6,42.5,-868.982965,-868.919729,-868.88588,-871.748982,-871.69291,-871.66361,24.4,64.1,85.3,10.5,45.7,35.2,64.1,0.3792,0.3554,0.566,1.591863,0.492678,0.206796,-21.385,-20.78,-0.302499999999995,-21.0825,-0.045,-0.05,0
102.7739,-868.983827296,-868.921963238,23.6,62.4,15.8,41.7,-868.987505,-868.920902,-868.890332,-871.752184,-871.694432,-871.667367,21.5,63.3,82.5,8.5,44.8,36.3,61.8,0.4039,0.3424,0.5702,1.599668,0.471076,0.181917,-21.203,-20.896,-0.153500000000008,-21.0495,-0.034,-0.042,0.025
103.9974,-868.987875597,-868.923579946,21,61.4,14.1,41,-868.990613,-868.920822,-868.893075,-871.753852,-871.694666,-871.66938,19.6,63.4,80.8,7.5,44.6,37.1,60.5,0.428,0.3323,0.5751,1.590993,0.457379,0.166714,-21.018,-20.921,-0.048500000000004,-20.9695,-0.025,-0.036,0.051
105.2209,-868.990591646,-868.923889175,19.3,61.2,12.9,40.9,-868.992555,-868.920115,-868.894325,-871.754329,-871.693958,-871.66987,18.4,63.8,80,7.2,45.1,37.9,60.2,0.4469,0.3265,0.5792,1.577058,0.449663,0.158021,-20.836,-20.846,0.004999999999995,-20.841,-0.017,-0.031,0.074
106.4444,-868.992270789,-868.92343748,18.3,61.5,12.2,41.1,-868.993343,-868.919098,-868.894254,-871.753787,-871.692573,-871.669028,17.9,64.5,80.1,7.5,45.9,38.4,60.7,0.459,0.3242,0.5826,1.563802,0.44631,0.154681,-20.66,-20.665,0.002499999999998,-20.6625,-0.011,-0.027,0.093
107.6679,-868.992914858,-868.922554039,17.9,62,11.9,41.4,-868.992807,-868.917791,-868.892865,-871.752312,-871.690665,-871.666981,18.2,65.3,80.9,8.5,47.1,38.6,62,0.4643,0.3245,0.5855,1.556186,0.444385,0.156119,-20.493,-20.381,-0.055999999999997,-20.437,-0.008,-0.025,0.104
108.8914,-868.992377921,-868.921255189,18.2,62.9,12.2,42,-868.990815,-868.915974,-868.890115,-871.749894,-871.688253,-871.663826,19.5,66.4,82.7,10,48.6,38.6,64,0.4633,0.3267,0.5877,1.554033,0.442862,0.161428,-20.335,-20.003,-0.166000000000011,-20.169,-0.007,-0.024,0.108
110.1149,-868.990481527,-868.919375166,19.4,64,13,42.8,-868.988981,-868.915078,-868.887602,-871.748289,-871.68696,-871.661405,20.6,67,84.2,11,49.5,38.5,65.5,0.4565,0.3312,0.5889,1.557281,0.441464,0.168953,-20.188,-19.553,-0.317499999999995,-19.8705,-0.009,-0.024,0.104
111.3384,-868.988806329,-868.918324469,20.5,64.7,13.7,43.2,-868.987926,-868.915477,-868.886024,-871.748077,-871.687346,-871.660416,21.3,66.7,85.2,11.1,49.2,38.1,66.1,0.4467,0.3371,0.5894,1.561101,0.441164,0.178582,-20.052,-19.053,-0.499499999999998,-19.5525,-0.012,-0.024,0.092
112.5618,-868.987971947,-868.918529223,21,64.6,14,43.1,-868.987341,-868.91666,-868.885024,-871.748751,-871.688762,-871.660404,21.7,66,85.9,10.7,48.3,37.6,66.1,0.4331,0.345,0.589,1.568395,0.440238,0.188032,-19.926,-18.528,-0.698999999999998,-19.227,-0.017,-0.025,0.075
113.7853,-868.987646294,-868.919452827,21.2,64,14.2,42.7,-868.98628,-868.917484,-868.883716,-871.749111,-871.689967,-871.660199,22.3,65.5,86.7,10.5,47.6,37.1,66.3,0.4182,0.3538,0.5876,1.575201,0.439938,0.197437,-19.811,-17.997,-0.906999999999996,-18.904,-0.022,-0.026,0.054
115.0088,-868.986923565,-868.919989003,21.6,63.6,14.5,42.5,-868.985066,-868.918032,-868.882331,-871.74915,-871.690777,-871.659815,23.1,65.1,87.5,10.4,47.1,36.7,66.5,0.4014,0.3636,0.5852,1.584401,0.439308,0.204635,-19.706,-17.475,-1.1155,-18.5905,-0.027,-0.027,0.031
116.2323,-868.986085873,-868.920213929,22.2,63.5,14.8,42.4,-868.98449,-868.918954,-868.881573,-871.749472,-871.691672,-871.659864,23.4,64.6,88,10.2,46.5,36.3,66.5,0.3826,0.3743,0.5813,1.600539,0.436961,0.207355,-19.61,-16.977,-1.3165,-18.2935,-0.032,-0.028,0.009
117.4558,-868.985878746,-868.920762763,22.3,63.2,14.9,42.2,-868.984217,-868.919702,-868.881229,-871.749693,-871.692262,-871.660049,23.6,64.1,88.2,10.1,46.1,36,66.3,0.3644,0.3835,0.5754,1.6175,0.434101,0.206288,-19.523,-16.515,-1.50400000000001,-18.019,-0.036,-0.028,-0.01
118.6793,-868.985933282,-868.92117862,22.3,62.9,14.9,42,-868.984359,-868.920366,-868.881308,-871.749944,-871.692656,-871.660393,23.5,63.7,88.2,9.9,45.9,36,66.1,0.3489,0.3887,0.5686,1.6363,0.429521,0.201182,-19.448,-16.098,-1.675,-17.773,-0.039,-0.029,-0.025
119.9028,-868.986312988,-868.921583718,22,62.6,14.7,41.9,-868.984225,-868.920315,-868.881303,-871.74976,-871.692479,-871.660486,23.6,63.7,88.2,10.1,46,35.9,66.1,0.3388,0.3887,0.5624,1.653241,0.423233,0.192674,-19.387,-15.734,-1.8265,-17.5605,-0.04,-0.029,-0.033
121.1263,-868.986265128,-868.921421359,22.1,62.8,14.7,41.9,-868.984532,-868.920415,-868.882055,-871.750101,-871.692778,-871.661251,23.4,63.6,87.7,9.8,45.8,36,65.6,0.3377,0.3824,0.5582,1.663376,0.417175,0.183167,-19.342,-15.431,-1.9555,-17.3865,-0.039,-0.03,-0.033
122.3498,-868.986508304,-868.921587846,21.9,62.6,14.6,41.8,-868.985188,-868.920686,-868.883489,-871.750919,-871.69357,-871.662631,23,63.5,86.8,9.3,45.3,36,64.7,0.3453,0.3706,0.557,1.662108,0.414055,0.175133,-19.313,-15.192,-2.06049999999999,-17.2525,-0.037,-0.032,-0.026
123.5733,-868.986947134,-868.922104971,21.6,62.3,14.5,41.6,-868.985891,-868.920911,-868.885101,-871.751772,-871.694422,-871.664131,22.6,63.3,85.8,8.8,44.8,36,63.8,0.3588,0.3563,0.5572,1.648969,0.415986,0.170051,-19.3,-15.019,-2.1405,-17.1595,-0.035,-0.034,-0.013
124.7968,-868.987297759,-868.922683498,21.4,62,14.3,41.4,-868.985633,-868.920221,-868.885777,-871.751443,-871.694208,-871.664469,22.7,63.8,85.4,9,44.9,35.9,63.6,0.3757,0.3425,0.5584,1.621661,0.425551,0.170489,-19.301,-14.913,-2.19399999999999,-17.107,-0.033,-0.037,0.005
126.0203,-868.986632038,-868.922399407,21.8,62.1,14.6,41.5,-868.984785,-868.919178,-868.885693,-871.750204,-871.693246,-871.663788,23.3,64.4,85.4,9.8,45.5,35.7,64,0.3925,0.3317,0.5596,1.582953,0.442887,0.17742,-19.313,-14.869,-2.22199999999999,-17.091,-0.031,-0.042,0.025
127.2438,-868.985389141,-868.921720892,22.6,62.6,15.1,41.8,-868.983955,-868.918576,-868.885389,-871.748717,-871.692286,-871.662648,23.8,64.8,85.6,10.7,46.1,35.4,64.7,0.4072,0.3244,0.5608,1.535998,0.466137,0.192173,-19.335,-14.886,-2.22450000000001,-17.1105,-0.03,-0.047,0.044
128.4673,-868.98424036,-868.921406378,23.3,62.8,15.6,41.9,-868.982837,-868.918289,-868.88448,-871.746864,-871.691209,-871.660827,24.5,65,86.2,11.9,46.8,34.9,65.9,0.4161,0.3219,0.5614,1.491034,0.491087,0.213307,-19.366,-14.956,-2.20500000000001,-17.161,-0.031,-0.053,0.061
129.6908,-868.982903309,-868.921273314,24.2,62.8,16.1,42,-868.981186,-868.91799,-868.882873,-871.744621,-871.690118,-871.658325,25.5,65.2,87.2,13.3,47.5,34.2,67.4,0.4244,0.3218,0.5641,1.443412,0.514027,0.244879,-19.405,-15.075,-2.16500000000001,-17.24,-0.034,-0.06,0.074
130.9143,-868.981150678,-868.921095209,25.3,63,16.9,42.1,-868.978909,-868.917522,-868.880365,-871.742123,-871.688968,-871.655268,26.9,65.5,88.8,14.8,48.2,33.4,69.3,0.4281,0.3245,0.5678,1.405694,0.530636,0.281471,-19.453,-15.228,-2.1125,-17.3405,-0.039,-0.068,0.081
132.1378,-868.978856207,-868.920661032,26.7,63.2,17.8,42.2,-868.977159,-868.917742,-868.878222,-871.740644,-871.688887,-871.653074,28,65.3,90.1,15.8,48.3,32.5,70.7,0.4292,0.3295,0.5721,1.374688,0.541418,0.321661,-19.506,-15.399,-2.0535,-17.4525,-0.045,-0.074,0.082
133.3613,-868.977157506,-868.920852833,27.8,63.1,18.6,42.2,-868.975847,-868.918531,-868.876461,-871.740168,-871.689741,-871.651805,28.9,64.8,91.2,16.1,47.7,31.6,71.5,0.4245,0.3357,0.5753,1.359884,0.544751,0.35932,-19.559,-15.57,-1.9945,-17.5645,-0.051,-0.08,0.078
134.5848,-868.975998302,-868.921526903,28.5,62.7,19,41.9,-868.974519,-868.919062,-868.874756,-871.739892,-871.690558,-871.650853,29.7,64.5,92.3,16.2,47.2,31,72.1,0.4194,0.3439,0.5791,1.353473,0.545636,0.393808,-19.604,-15.741,-1.9315,-17.6725,-0.057,-0.084,0.068
135.8083,-868.9748752,-868.921887271,29.2,62.5,19.5,41.7,-868.973181,-868.919192,-868.873141,-871.739561,-871.690882,-871.650013,30.5,64.4,93.3,16.5,47,30.5,72.6,0.4099,0.3542,0.581,1.359837,0.547776,0.41741,-19.632,-15.898,-1.867,-17.765,-0.063,-0.085,0.054
137.0318,-868.9738202,-868.921754642,29.9,62.5,20,41.8,-868.972203,-868.919067,-868.872038,-871.739229,-871.69067,-871.649423,31.1,64.5,94,16.7,47.1,30.4,73,0.3972,0.366,0.5814,1.376412,0.553277,0.42674,-19.638,-16.037,-1.8005,-17.8375,-0.066,-0.084,0.039
138.2553,-868.973160164,-868.921311668,30.3,62.8,20.2,42,-868.972363,-868.919287,-868.872256,-871.739505,-871.690494,-871.649747,31,64.4,93.9,16.5,47.2,30.7,72.8,0.384,0.3775,0.5809,1.401373,0.561168,0.418577,-19.616,-16.16,-1.72800000000001,-17.888,-0.068,-0.081,0.025
139.4788,-868.973612462,-868.921216064,30,62.9,20,42,-868.973734,-868.91985,-868.873892,-871.74048,-871.690548,-871.651068,30.2,64,92.8,15.9,47.2,31.3,72,0.3739,0.3864,0.5805,1.42965,0.568416,0.393857,-19.567,-16.268,-1.6495,-17.9175,-0.066,-0.074,0.013
140.7023,-868.975193081,-868.921547605,29,62.7,19.4,41.9,-868.975816,-868.920301,-868.876414,-871.741857,-871.690605,-871.653065,28.9,63.7,91.3,15,47.2,32.2,70.7,0.3691,0.3907,0.5809,1.462081,0.568967,0.354525,-19.494,-16.363,-1.5655,-17.9285,-0.062,-0.066,0.005
141.9258,-868.977344554,-868.921893029,27.7,62.5,18.5,41.7,-868.978738,-868.920906,-868.879916,-871.74405,-871.69121,-871.656127,27,63.3,89.1,13.6,46.8,33.2,68.8,0.3708,0.389,0.5819,1.497909,0.557958,0.306685,-19.402,-16.445,-1.4785,-17.9235,-0.055,-0.056,0.003
143.1493,-868.980173177,-868.922540437,25.9,62,17.3,41.4,-868.982016,-868.921306,-868.883889,-871.746749,-871.692213,-871.659925,25,63.1,86.6,11.9,46.2,34.3,66.4,0.3804,0.3811,0.5835,1.53015,0.535009,0.258679,-19.296,-16.503,-1.3965,-17.8995,-0.047,-0.045,0.006
144.3728,-868.983210976,-868.923147358,24,61.7,16,41.2,-868.985613,-868.9217,-868.888014,-871.749934,-871.693692,-871.664197,22.7,62.8,84,9.9,45.2,35.3,63.7,0.3946,0.368,0.5844,1.560349,0.500831,0.214695,-19.182,-16.54,-1.321,-17.861,-0.037,-0.035,0.013
145.5963,-868.986495032,-868.923851626,21.9,61.2,14.6,40.9,-868.988538,-868.92138,-868.891177,-871.75246,-871.694624,-871.667654,20.9,63,82,8.4,44.7,36.3,61.6,0.4099,0.3519,0.585,1.588219,0.458617,0.176534,-19.068,-16.553,-1.25750000000001,-17.8105,-0.027,-0.025,0.024
146.8198,-868.989081962,-868.92388785,20.3,61.2,13.6,40.9,-868.990354,-868.920209,-868.892895,-871.753673,-871.694462,-871.669473,19.8,63.8,80.9,7.6,44.8,37.2,60.4,0.4245,0.3354,0.5862,1.613376,0.413518,0.145305,-18.961,-16.538,-1.2115,-17.7495,-0.017,-0.017,0.036
148.0433,-868.990604419,-868.923064622,19.3,61.7,12.9,41.2,-868.99145,-868.918911,-868.893574,-871.753887,-871.693607,-871.66992,19.1,64.6,80.5,7.5,45.3,37.8,60.2,0.4355,0.3206,0.5868,1.636692,0.370466,0.121116,-18.868,-16.497,-1.18549999999999,-17.6825,-0.009,-0.011,0.048
149.2668,-868.991471253,-868.922046786,18.8,62.4,12.6,41.7,-868.991951,-868.917898,-868.893507,-871.753353,-871.692369,-871.66929,18.8,65.2,80.5,7.8,46.1,38.3,60.5,0.4417,0.3093,0.5867,1.656246,0.335373,0.104619,-18.796,-16.431,-1.18249999999999,-17.6135,-0.004,-0.008,0.058
150.4903,-868.99184263,-868.92119958,18.6,62.9,12.4,42,-868.991571,-868.916962,-868.892548,-871.751955,-871.69067,-871.667595,19,65.8,81.1,8.7,47.1,38.4,61.6,0.4437,0.303,0.5853,1.664993,0.31495,0.0967,-18.75,-16.342,-1.20399999999999,-17.546,0,-0.006,0.064
151.7138,-868.991430718,-868.920313464,18.8,63.4,12.6,42.4,-868.990734,-868.916507,-868.891195,-871.750431,-871.689245,-871.665633,19.5,66.1,82,9.6,48,38.4,62.8,0.4418,0.3023,0.5829,1.662062,0.310844,0.097147,-18.734,-16.23,-1.25200000000001,-17.482,0,-0.007,0.066
152.9373,-868.990639506,-868.919811142,19.3,63.8,12.9,42.6,-868.989579,-868.916469,-868.889683,-871.749143,-871.688493,-871.663856,20.2,66.1,82.9,10.4,48.5,38.1,64,0.4388,0.3057,0.5816,1.640581,0.324097,0.107259,-18.755,-16.093,-1.331,-17.424,-0.002,-0.01,0.064
154.1608,-868.989572279,-868.919693804,20,63.8,13.4,42.6,-868.988933,-868.917625,-868.888803,-871.749063,-871.689378,-871.663206,20.7,65.4,83.5,10.5,47.9,37.4,64.4,0.4346,0.313,0.5808,1.606082,0.348843,0.126135,-18.818,-15.932,-1.44300000000001,-17.375,-0.006,-0.015,0.057
155.3843,-868.989051219,-868.920729249,20.3,63.2,13.6,42.2,-868.988082,-868.919138,-868.887824,-871.749376,-871.691069,-871.662852,21.2,64.4,84.1,10.3,46.9,36.6,64.6,0.4291,0.3234,0.5818,1.564485,0.378188,0.152791,-18.926,-15.752,-1.58699999999999,-17.339,-0.013,-0.022,0.046
156.6078,-868.988376882,-868.922096309,20.7,62.3,13.9,41.6,-868.986342,-868.920249,-868.885947,-871.749141,-871.692465,-871.661822,22.3,63.8,85.3,10.4,46,35.6,65.2,0.4199,0.3354,0.5819,1.527522,0.404851,0.183259,-19.084,-15.561,-1.7615,-17.3225,-0.022,-0.029,0.033
157.8313,-868.986871972,-868.922972727,21.7,61.8,14.5,41.3,-868.98407,-868.921043,-868.883495,-871.748342,-871.693425,-871.660117,23.7,63.3,86.8,10.9,45.4,34.5,66.3,0.4079,0.3483,0.582,1.496553,0.42711,0.215953,-19.294,-15.367,-1.96350000000001,-17.3305,-0.032,-0.038,0.017
159.0548,-868.984921455,-868.923474597,22.9,61.5,15.3,41.1,-868.981036,-868.921015,-868.880238,-871.746418,-871.693188,-871.657285,25.6,63.3,88.9,12.2,45.6,33.4,68.1,0.3935,0.3613,0.5814,1.473252,0.445223,0.248093,-19.551,-15.181,-2.18499999999999,-17.366,-0.041,-0.046,0.002
160.2783,-868.982257599,-868.9231105,24.6,61.7,16.4,41.2,-868.978208,-868.920779,-868.877134,-871.744135,-871.692333,-871.654206,27.4,63.4,90.8,13.6,46.1,32.5,70,0.3795,0.3729,0.5802,1.45596,0.461156,0.278751,-19.848,-15.006,-2.42100000000001,-17.427,-0.05,-0.054,-0.011
161.5018,-868.979772849,-868.922557124,26.1,62,17.5,41.4,-868.975371,-868.919936,-868.874031,-871.741285,-871.690522,-871.650796,29.2,63.9,92.8,15.4,47.2,31.8,72.2,0.3679,0.3825,0.5787,1.444876,0.475855,0.305987,-20.176,-14.844,-2.666,-17.51,-0.057,-0.061,-0.018
162.7253,-868.977186255,-868.921448634,27.8,62.7,18.5,41.9,-868.973327,-868.91912,-868.871965,-871.738881,-871.688838,-871.648177,30.4,64.5,94,16.9,48.3,31.4,73.8,0.3648,0.386,0.5784,1.43295,0.4884,0.331316,-20.522,-14.699,-2.91149999999999,-17.6105,-0.061,-0.066,-0.019
163.9488,-868.975219523,-868.92055839,29,63.3,19.4,42.3,-868.972638,-868.918846,-868.871574,-871.737737,-871.688083,-871.64722,30.9,64.6,94.3,17.6,48.8,31.2,74.4,0.3713,0.3833,0.5805,1.420494,0.49747,0.351374,-20.878,-14.567,-3.15549999999999,-17.7225,-0.062,-0.069,-0.012
165.1723,-868.974369391,-868.92043433,29.5,63.4,19.7,42.3,-868.9737,-868.919518,-868.873301,-871.738425,-871.688888,-871.648521,30.2,64.2,93.2,17.2,48.3,31.1,73.6,0.3871,0.3742,0.5846,1.403397,0.503689,0.365286,-21.235,-14.449,-3.393,-17.842,-0.061,-0.07,0.002
166.3958,-868.975048449,-868.921468646,29.1,62.7,19.4,41.9,-868.975909,-868.920576,-868.876386,-871.740343,-871.690592,-871.651425,28.8,63.5,91.3,16,47.2,31.2,71.8,0.407,0.3625,0.5885,1.383976,0.509693,0.369555,-21.59,-14.344,-3.623,-17.967,-0.056,-0.069,0.02
167.6193,-868.976757535,-868.922987799,28,61.8,18.7,41.3,-868.977684,-868.920543,-868.879144,-871.741804,-871.691557,-871.654177,27.7,63.6,89.5,15,46.6,31.6,70,0.4289,0.3498,0.5916,1.359726,0.517257,0.365575,-21.943,-14.24,-3.8515,-18.0915,-0.051,-0.067,0.042
168.8428,-868.977983541,-868.923444345,27.3,61.5,18.2,41.1,-868.979025,-868.919786,-868.881423,-871.742736,-871.69174,-871.656505,26.9,64,88.1,14.5,46.5,32,68.6,0.4462,0.3392,0.592,1.338814,0.526074,0.35181,-22.292,-14.135,-4.07850000000001,-18.2135,-0.044,-0.063,0.063
170.0663,-868.978859644,-868.923071828,26.7,61.7,17.8,41.2,-868.980024,-868.918802,-868.88331,-871.743219,-871.691399,-871.658292,26.2,64.7,86.9,14.2,46.7,32.5,67.5,0.4587,0.3311,0.5913,1.326748,0.532966,0.330837,-22.633,-14.024,-4.3045,-18.3285,-0.038,-0.06,0.081
171.2898,-868.979555398,-868.922348748,26.3,62.2,17.5,41.5,-868.98012,-868.917358,-868.884179,-871.742731,-871.690119,-871.658864,26.2,65.6,86.4,14.5,47.5,33,67.1,0.4644,0.3253,0.5895,1.327878,0.535879,0.306283,-22.963,-13.908,-4.5275,-18.4355,-0.033,-0.056,0.094
172.5133,-868.979482125,-868.921034059,26.3,63,17.6,42.1,-868.979696,-868.916129,-868.88438,-871.741836,-871.688615,-871.658629,26.4,66.3,86.3,15,48.4,33.4,67.2,0.4635,0.322,0.5879,1.345509,0.532736,0.281193,-23.274,-13.795,-4.73950000000001,-18.5345,-0.029,-0.053,0.101
173.7368,-868.979038748,-868.919810917,26.6,63.8,17.8,42.6,-868.979038,-868.9154,-868.884175,-871.740996,-871.687448,-871.658084,26.9,66.8,86.4,15.6,49.2,33.6,67.6,0.4582,0.3211,0.5873,1.371707,0.526756,0.262092,-23.562,-13.692,-4.935,-18.627,-0.028,-0.052,0.101
174.9603,-868.978471788,-868.91899833,27,64.3,18,42.9,-868.978948,-868.91594,-868.884338,-871.741178,-871.687613,-871.658236,26.9,66.5,86.3,15.4,49.1,33.7,67.5,0.4493,0.3241,0.5869,1.398158,0.523088,0.252498,-23.826,-13.608,-5.10899999999999,-18.717,-0.029,-0.051,0.094
176.1838,-868.978568798,-868.919358424,26.9,64,18,42.8,-868.978924,-868.917091,-868.884334,-871.741933,-871.688658,-871.658693,26.9,65.7,86.3,15,48.4,33.4,67.2,0.4384,0.3312,0.5872,1.418845,0.5235,0.253557,-24.064,-13.551,-5.2565,-18.8075,-0.033,-0.051,0.082
177.4073,-868.978795127,-868.920250967,26.7,63.5,17.9,42.4,-868.978566,-868.918255,-868.883871,-871.742734,-871.690049,-871.659053,27.2,65,86.6,14.5,47.5,33,67,0.4275,0.3413,0.5877,1.427019,0.528977,0.264435,-24.276,-13.529,-5.37350000000001,-18.9025,-0.038,-0.052,0.065
178.6308,-868.978744962,-868.921129773,26.8,62.9,17.9,42,-868.977405,-868.918785,-868.882389,-871.742928,-871.690985,-871.658572,27.9,64.7,87.5,14.3,46.9,32.6,67.3,0.4157,0.3529,0.5886,1.429348,0.533809,0.281058,-24.459,-13.546,-5.45650000000001,-19.0025,-0.044,-0.054,0.045
179.8543,-868.97795191,-868.921342507,27.3,62.8,18.2,42,-868.976538,-868.919743,-868.880996,-871.743412,-871.692208,-871.658209,28.4,64.1,88.4,14,46.2,32.2,67.5,0.3986,0.3669,0.5882,1.435278,0.535218,0.294372,-24.607,-13.608,-5.4995,-19.1075,-0.05,-0.056,0.023
181.0778,-868.977537656,-868.921882155,27.5,62.5,18.4,41.7,-868.975477,-868.920291,-868.879315,-871.743389,-871.692834,-871.657318,29.1,63.7,89.4,14.1,45.8,31.7,68.1,0.3813,0.3807,0.5872,1.439534,0.533707,0.304056,-24.71,-13.713,-5.49850000000001,-19.2115,-0.056,-0.059,0.002
182.3013,-868.976948451,-868.922003579,27.9,62.4,18.6,41.7,-868.974357,-868.920304,-868.877546,-871.7428,-871.692664,-871.655968,29.8,63.7,90.5,14.4,45.9,31.5,68.9,0.3653,0.3928,0.5854,1.442426,0.530095,0.308252,-24.76,-13.854,-5.45299999999999,-19.307,-0.061,-0.06,-0.016
183.5248,-868.976235636,-868.921640128,28.4,62.6,18.9,41.8,-868.973223,-868.919654,-868.875805,-871.74166,-871.691624,-871.654256,30.5,64.1,91.6,15.1,46.5,31.4,70,0.3538,0.4008,0.5831,1.446969,0.524029,0.305774,-24.75,-14.028,-5.361,-19.389,-0.064,-0.061,-0.028
184.7483,-868.975361168,-868.920736051,28.9,63.2,19.3,42.2,-868.972881,-868.919113,-868.875077,-871.740859,-871.690631,-871.653164,30.7,64.5,92.1,15.6,47.2,31.6,70.7,0.3509,0.4031,0.5823,1.449419,0.516291,0.299337,-24.676,-14.233,-5.22149999999999,-19.4545,-0.064,-0.06,-0.034
185.9718,-868.975080851,-868.920130234,29.1,63.6,19.4,42.5,-868.973693,-868.918939,-868.875893,-871.740934,-871.690242,-871.653305,30.2,64.6,91.6,15.6,47.4,31.8,70.6,0.3622,0.3961,0.5842,1.447159,0.504901,0.290957,-24.546,-14.461,-5.04249999999999,-19.5035,-0.06,-0.057,-0.031
187.1953,-868.975670423,-868.920181575,28.7,63.5,19.2,42.4,-868.975701,-868.919135,-868.878101,-871.741948,-871.690491,-871.654704,29,64.4,90.2,15,47.2,32.2,69.7,0.3835,0.3825,0.5878,1.439418,0.493081,0.280407,-24.371,-14.712,-4.82950000000001,-19.5415,-0.054,-0.053,-0.021
188.4187,-868.977238642,-868.920826308,27.7,63.1,18.5,42.2,-868.978333,-868.919131,-868.880885,-871.743341,-871.690775,-871.656753,27.3,64.5,88.5,14.1,47.1,33,68.4,0.4095,0.3671,0.591,1.42759,0.48289,0.266453,-24.166,-14.984,-4.59099999999999,-19.575,-0.046,-0.048,-0.005
189.6422,-868.979284703,-868.921382162,26.4,62.8,17.7,41.9,-868.981054,-868.918608,-868.88356,-871.74461,-871.690675,-871.65875,25.6,64.8,86.8,13.3,47.1,33.8,67.2,0.4353,0.3519,0.5926,1.410769,0.475684,0.25066,-23.952,-15.26,-4.346,-19.606,-0.037,-0.042,0.016
190.8657,-868.981424497,-868.921426633,25.1,62.7,16.8,41.9,-868.983631,-868.917692,-868.885862,-871.74564,-871.69013,-871.660484,24,65.4,85.3,12.6,47.5,34.9,66.1,0.4578,0.34,0.5936,1.396009,0.469495,0.231521,-23.744,-15.526,-4.10899999999999,-19.635,-0.027,-0.037,0.037
192.0892,-868.983490097,-868.920976543,23.8,63,15.9,42.1,-868.986024,-868.91687,-868.887792,-871.746584,-871.68956,-871.661898,22.5,65.9,84.1,12,47.8,35.8,65.2,0.4733,0.3294,0.5925,1.388402,0.461252,0.211614,-23.555,-15.784,-3.88550000000001,-19.6695,-0.019,-0.032,0.056
193.3127,-868.985513456,-868.920500297,22.5,63.3,15.1,42.3,-868.987472,-868.915726,-868.888732,-871.746777,-871.688507,-871.66234,21.6,66.6,83.5,11.9,48.5,36.6,64.9,0.4833,0.3207,0.5913,1.387063,0.451374,0.194164,-23.395,-16.017,-3.68900000000001,-19.706,-0.012,-0.028,0.072
194.5362,-868.986709989,-868.919605215,21.8,63.9,14.6,42.7,-868.987729,-868.914339,-868.88859,-871.746195,-871.687049,-871.66182,21.4,67.5,83.6,12.3,49.4,37.1,65.2,0.4872,0.3145,0.5901,1.39515,0.439599,0.180057,-23.267,-16.212,-3.5275,-19.7395,-0.007,-0.025,0.083
195.7597,-868.986841835,-868.918324043,21.7,64.7,14.5,43.2,-868.987741,-868.91364,-868.88837,-871.745769,-871.686307,-871.661395,21.4,67.9,83.8,12.6,49.9,37.3,65.5,0.4883,0.3114,0.5893,1.396942,0.434915,0.175659,-23.176,-16.362,-3.407,-19.769,-0.005,-0.024,0.087
196.9832,-868.986795889,-868.917707627,21.7,65.1,14.5,43.5,-868.988203,-868.914511,-868.888786,-871.746382,-871.687106,-871.661911,21.1,67.4,83.5,12.2,49.4,37.2,65.2,0.4856,0.3117,0.5892,1.399163,0.435762,0.179587,-23.119,-16.461,-3.32899999999999,-19.79,-0.007,-0.025,0.084
