Time Scaled,S0 CASSCF 2R,S1 CASSCF 2R,S0 CASSCF 2R Scaled,S1 CASSCF 2R Scaled,S0 CASSCF 2R Scaled CASPT2,S1 CASSCF 2R Scaled CASPT2,S0 CASSCF Energy,S1 CASSCF Energy,S2 CASSCF Energy,S0 CASPT2 Energy,S1 CASPT2 Energy,S2 CASPT2 Energy,Scaled S0 CASSCF Energy,Scaled S1 CASSCF Energy,Scaled S2 CASSCF Energy,Scaled S0 CASPT2 Energy,Scaled S1 CASPT2 Energy,Scaled S2 CASPT2 Energy,S0 Mulliken Charge,S1 Mulliken Charge,S2 Mulliken Charge,Oscillator Strength S0S1,Oscillator Strength S0S2,Oscillator Strength S1S2,Reactive TORS,Reactive HOOP,HOOP in phase,TAU overlap,full-BLA,beta-BLA,rpsb-BLA
0.0000,-869.115649503,-868.990392535,0.0,78.6,0.0,52.7,-869.116081,-868.988846,-868.964646,-871.856821,-871.771565,-871.734341,0.0,79.8,95.0,0.0,53.5,76.9,0.5972,0.2962,0.5620,1.320640,0.383964,0.054150,-16.218999999999994,-8.961000000000013,-3.6289999999999907,-12.590000000000003,0.099,0.099,0.120
1.2216,-869.115604938,-868.991602648,0.0,77.8,0.0,52.2,-869.115703,-868.991711,-868.969377,-871.857514,-871.774016,-871.738612,0.2,78.0,92.1,-0.4,52.0,74.2,0.5882,0.2922,0.5657,1.371982,0.360497,0.051757,-16.235000000000014,-9.050000000000011,-3.592500000000001,-12.642500000000013,0.090,0.091,0.106
2.4433,-869.115152082,-868.994616578,0.3,75.9,0.2,50.9,-869.114206,-868.995038,-868.975625,-871.857884,-871.776882,-871.744394,1.2,76.0,88.1,-0.7,50.2,70.5,0.5736,0.2841,0.5750,1.468601,0.308152,0.043761,-16.262,-9.198000000000008,-3.5319999999999965,-12.730000000000004,0.076,0.078,0.085
3.6649,-869.11349909,-868.998244899,1.3,73.7,0.9,49.4,-869.110818,-868.997400,-868.981616,-871.857183,-871.779020,-871.750246,3.3,74.5,84.4,-0.2,48.8,66.9,0.5543,0.2696,0.5934,1.626528,0.206583,0.026844,-16.30000000000001,-9.406000000000006,-3.4470000000000027,-12.853000000000009,0.058,0.062,0.059
4.8866,-869.109899931,-869.001117636,3.6,71.9,2.4,48.2,-869.106174,-868.999003,-868.986563,-871.855848,-871.780139,-871.755797,6.2,73.5,81.3,0.6,48.1,63.4,0.5318,0.2499,0.6222,1.837869,0.056037,0.004687,-16.349999999999994,-9.675999999999988,-3.3370000000000033,-13.012999999999991,0.037,0.043,0.030
6.1082,-869.105076404,-869.003396125,6.6,70.4,4.4,47.2,-869.100147,-869.000287,-868.988570,-871.853507,-871.778869,-871.760743,10.0,72.7,80.0,2.1,48.9,60.3,0.5078,0.2587,0.6273,1.903048,0.046340,0.010474,-16.41300000000001,-10.014999999999986,-3.1990000000000123,-13.213999999999999,0.015,0.023,0.002
7.3298,-869.099095066,-869.004902327,10.4,69.5,7.0,46.6,-869.092366,-869.001549,-868.985939,-871.849526,-871.777381,-871.762205,14.9,71.9,81.7,4.6,49.8,59.4,0.4831,0.3113,0.5913,1.697772,0.293428,0.073207,-16.49000000000001,-10.425999999999988,-3.0320000000000107,-13.457999999999998,-0.008,0.002,-0.024
8.5515,-869.091711333,-869.005390788,15.0,69.2,10.1,46.4,-869.083482,-869.002479,-868.979971,-871.844125,-871.777154,-871.758715,20.5,71.3,85.4,8.0,50.0,61.6,0.4593,0.3519,0.5686,1.515354,0.494319,0.166667,-16.581999999999994,-10.913999999999987,-2.834000000000003,-13.74799999999999,-0.030,-0.020,-0.046
9.7731,-869.083276977,-869.005493633,20.3,69.1,13.6,46.3,-869.074133,-869.002595,-868.972005,-871.837644,-871.776590,-871.752104,26.3,71.2,90.4,12.0,50.3,65.7,0.4385,0.3711,0.5633,1.414778,0.580876,0.276514,-16.687999999999988,-11.480999999999995,-2.603499999999997,-14.084499999999991,-0.052,-0.043,-0.061
10.9947,-869.07427914,-869.005150512,26.0,69.3,17.4,46.5,-869.065124,-869.001899,-868.963394,-871.830634,-871.775181,-871.744107,32.0,71.7,95.8,16.4,51.2,70.7,0.4245,0.3767,0.5640,1.352640,0.592380,0.394340,-16.804000000000002,-12.117999999999995,-2.3430000000000035,-14.460999999999999,-0.071,-0.065,-0.069
12.2164,-869.065548257,-869.004266571,31.4,69.9,21.1,46.8,-869.057210,-869.000640,-868.955301,-871.823822,-871.773072,-871.736083,36.9,72.4,100.9,20.7,52.6,75.8,0.4175,0.3733,0.5650,1.308551,0.560552,0.500816,-16.925999999999988,-12.812999999999988,-2.0564999999999998,-14.869499999999988,-0.087,-0.084,-0.068
13.4380,-869.05781305,-869.002955721,36.3,70.7,24.3,47.4,-869.051194,-868.999262,-868.948955,-871.818102,-871.770935,-871.729321,40.7,73.3,104.9,24.3,53.9,80.0,0.4207,0.3622,0.5665,1.265747,0.513739,0.577049,-17.05000000000001,-13.549000000000007,-1.7505000000000024,-15.299500000000009,-0.098,-0.100,-0.059
14.6597,-869.051793197,-869.001701622,40.1,71.5,26.8,47.9,-869.047449,-868.998016,-868.945023,-871.814031,-871.769295,-871.724479,43.1,74.1,107.3,26.9,54.9,83.0,0.4348,0.3443,0.5719,1.218463,0.468707,0.612907,-17.173000000000002,-14.308999999999997,-1.4320000000000022,-15.741,-0.104,-0.111,-0.041
15.8813,-869.047839247,-869.000789141,42.6,72.1,28.5,48.3,-869.046445,-868.997271,-868.944131,-871.812173,-871.768692,-871.722347,43.7,74.6,107.9,28.0,55.3,84.4,0.4569,0.3218,0.5791,1.166381,0.437925,0.617258,-17.292,-15.074000000000012,-1.1089999999999947,-16.183000000000007,-0.103,-0.116,-0.017
17.1029,-869.046422348,-869.000573502,43.4,72.2,29.1,48.4,-869.048356,-868.997428,-868.946362,-871.812885,-871.769314,-871.723468,42.5,74.5,106.5,27.6,54.9,83.7,0.4805,0.3063,0.5844,1.119128,0.433601,0.606241,-17.40700000000001,-15.830000000000013,-0.7884999999999991,-16.61850000000001,-0.097,-0.115,0.011
18.3246,-869.04781767,-869.001230066,42.6,71.8,28.5,48.1,-869.052773,-868.998355,-868.951181,-871.815815,-871.770837,-871.727553,39.7,73.9,103.5,25.7,54.0,81.1,0.4999,0.3017,0.5824,1.077749,0.461426,0.591882,-17.519000000000005,-16.558999999999997,-0.480000000000004,-17.039,-0.086,-0.108,0.039
19.5462,-869.051793559,-869.002488173,40.1,71.0,26.8,47.6,-869.058180,-868.999182,-868.956963,-871.819722,-871.771890,-871.733125,36.3,73.4,99.8,23.3,53.3,77.6,0.5107,0.3109,0.5728,1.051691,0.521220,0.559115,-17.633999999999986,-17.24000000000001,-0.19699999999998852,-17.436999999999998,-0.072,-0.097,0.065
20.7678,-869.057029746,-869.003177567,36.8,70.6,24.6,47.3,-869.064192,-868.999855,-868.963195,-871.824125,-871.772472,-871.739378,32.6,72.9,95.9,20.5,52.9,73.7,0.5161,0.3282,0.5581,1.034067,0.598951,0.504404,-17.75800000000001,-17.852000000000004,0.046999999999997044,-17.805000000000007,-0.057,-0.082,0.086
21.9895,-869.063153997,-869.003438022,32.9,70.4,22.1,47.2,-869.070341,-869.000385,-868.969277,-871.828633,-871.772607,-871.745457,28.7,72.6,92.1,17.7,52.8,69.9,0.5169,0.3472,0.5432,1.032985,0.670831,0.427665,-17.897999999999996,-18.375,0.23850000000000193,-18.136499999999998,-0.041,-0.066,0.098
23.2111,-869.069612322,-869.00343598,28.9,70.4,19.4,47.2,-869.076357,-869.000996,-868.974924,-871.833152,-871.772798,-871.750815,24.9,72.2,88.6,14.9,52.7,66.5,0.5145,0.3588,0.5346,1.064487,0.705883,0.341290,-18.061000000000007,-18.790999999999997,0.3649999999999949,-18.426000000000002,-0.027,-0.049,0.101
24.4328,-869.075833078,-869.003761454,25.0,70.2,16.7,47.0,-869.081633,-869.001603,-868.979604,-871.837391,-871.773378,-871.754864,21.6,71.8,85.6,12.2,52.4,64.0,0.5089,0.3565,0.5389,1.151878,0.674768,0.258820,-18.252999999999986,-19.09299999999999,0.4200000000000017,-18.672999999999988,-0.017,-0.033,0.095
25.6544,-869.080990038,-869.00457814,21.7,69.7,14.6,46.7,-869.086126,-869.002596,-868.983247,-871.841501,-871.774901,-871.757724,18.8,71.2,83.4,9.6,51.4,62.2,0.5012,0.3417,0.5579,1.304081,0.570001,0.188745,-18.47399999999999,-19.27600000000001,0.40100000000001046,-18.875,-0.009,-0.019,0.080
26.8760,-869.085308107,-869.006013099,19.0,68.8,12.8,46.1,-869.089039,-869.003263,-868.985072,-871.844644,-871.776657,-871.759139,17.0,70.8,82.2,7.6,50.3,61.3,0.4921,0.3217,0.5807,1.478956,0.432667,0.136491,-18.723000000000013,-19.335000000000008,0.3059999999999974,-19.02900000000001,-0.003,-0.007,0.059
28.0977,-869.088171353,-869.007117612,17.2,68.1,11.6,45.6,-869.090201,-869.003491,-868.984921,-871.846562,-871.778018,-871.759231,16.2,70.7,82.3,6.4,49.4,61.2,0.4804,0.3076,0.5987,1.639669,0.307953,0.100766,-18.995000000000005,-19.28200000000001,0.14350000000000307,-19.138500000000008,-0.001,0.002,0.036
29.3193,-869.089488207,-869.007469769,16.4,67.9,11.0,45.5,-869.089934,-869.003225,-868.983399,-871.847308,-871.778650,-871.758577,16.4,70.8,83.3,6.0,49.1,61.6,0.4689,0.3036,0.6084,1.754160,0.226335,0.080665,-19.286,-19.131,-0.07750000000000057,-19.2085,-0.000,0.009,0.012
30.5409,-869.089493436,-869.007078451,16.4,68.1,11.0,45.7,-869.088730,-869.002517,-868.981155,-871.847027,-871.778429,-871.757386,17.2,71.3,84.7,6.1,49.2,62.4,0.4578,0.3068,0.6116,1.827333,0.182418,0.071652,-19.587999999999994,-18.897999999999996,-0.34499999999999886,-19.242999999999995,-0.000,0.014,-0.009
31.7626,-869.088572428,-869.00614284,17.0,68.7,11.4,46.0,-869.087160,-869.001641,-868.978875,-871.846112,-871.777619,-871.755966,18.1,71.8,86.1,6.7,49.7,63.3,0.4488,0.3129,0.6111,1.872938,0.162000,0.068798,-19.894000000000005,-18.59899999999999,-0.647500000000008,-19.246499999999997,-0.001,0.017,-0.025
32.9842,-869.087251612,-869.005019335,17.8,69.4,11.9,46.5,-869.085359,-869.000552,-868.976747,-871.844631,-871.776252,-871.754293,19.3,72.5,87.4,7.6,50.6,64.3,0.4424,0.3186,0.6094,1.899941,0.155646,0.068829,-20.200999999999993,-18.24600000000001,-0.977499999999992,-19.2235,-0.002,0.018,-0.034
34.2059,-869.085628401,-869.003725542,18.8,70.2,12.6,47.1,-869.084035,-868.999768,-868.975464,-871.843398,-871.775102,-871.753122,20.1,73.0,88.2,8.4,51.3,65.1,0.4395,0.3219,0.6070,1.911335,0.158043,0.069627,-20.50200000000001,-17.854000000000013,-1.323999999999998,-19.17800000000001,-0.003,0.017,-0.036
35.4275,-869.08438405,-869.00282443,19.6,70.8,13.1,47.4,-869.083168,-868.999263,-868.974997,-871.842546,-871.774317,-871.752541,20.7,73.3,88.5,9.0,51.8,65.4,0.4406,0.3223,0.6053,1.908683,0.167247,0.070657,-20.795999999999992,-17.432999999999993,-1.6814999999999998,-19.114499999999992,-0.003,0.015,-0.031
36.6491,-869.083495519,-869.002302344,20.2,71.1,13.5,47.7,-869.082914,-868.999251,-868.975429,-871.842359,-871.774217,-871.752797,20.8,73.3,88.3,9.1,51.8,65.3,0.4442,0.3198,0.6030,1.892399,0.183321,0.072548,-21.081999999999994,-17.001000000000005,-2.0404999999999944,-19.0415,-0.003,0.011,-0.020
37.8708,-869.083141396,-869.002352236,20.4,71.1,13.7,47.6,-869.082676,-868.999179,-868.976138,-871.842254,-871.774243,-871.753331,21.0,73.4,87.8,9.1,51.8,64.9,0.4514,0.3158,0.6013,1.858059,0.209246,0.076982,-21.358000000000004,-16.573000000000008,-2.3924999999999983,-18.965500000000006,-0.003,0.007,-0.005
39.0924,-869.082735826,-869.002407948,20.7,71.1,13.8,47.6,-869.082431,-868.999189,-868.976976,-871.842170,-871.774397,-871.754047,21.1,73.4,87.3,9.2,51.7,64.5,0.4594,0.3124,0.5983,1.806051,0.247028,0.085462,-21.625,-16.167,-2.728999999999999,-18.896,-0.004,0.001,0.012
40.3140,-869.082298117,-869.002556091,20.9,71.0,14.0,47.6,-869.082075,-868.999392,-868.977740,-871.841946,-871.774605,-871.754715,21.3,73.2,86.8,9.3,51.6,64.1,0.4667,0.3111,0.5933,1.737073,0.298259,0.099664,-21.882000000000005,-15.800999999999988,-3.0405000000000086,-18.841499999999996,-0.005,-0.005,0.029
41.5357,-869.081763825,-869.002858443,21.3,70.8,14.2,47.4,-869.081740,-869.000121,-868.978498,-871.841684,-871.775078,-871.755371,21.5,72.8,86.3,9.5,51.3,63.7,0.4715,0.3133,0.5856,1.651987,0.363218,0.121793,-22.12899999999999,-15.49600000000001,-3.3164999999999907,-18.8125,-0.007,-0.012,0.044
42.7573,-869.081293663,-869.003613489,21.6,70.3,14.4,47.1,-869.081117,-869.001203,-868.978891,-871.841103,-871.775639,-871.755617,21.9,72.1,86.1,9.9,50.9,63.5,0.4740,0.3182,0.5762,1.558570,0.435080,0.152693,-22.366000000000014,-15.272999999999996,-3.546500000000009,-18.819500000000005,-0.011,-0.019,0.056
43.9790,-869.080591806,-869.004641376,22.0,69.7,14.7,46.7,-869.079794,-869.002277,-868.978485,-871.839865,-871.776048,-871.755024,22.8,71.4,86.3,10.6,50.7,63.9,0.4751,0.3249,0.5673,1.462541,0.505671,0.194323,-22.59299999999999,-15.151999999999987,-3.7205000000000013,-18.872499999999988,-0.016,-0.028,0.064
45.2006,-869.079270894,-869.005579964,22.8,69.1,15.3,46.3,-869.077623,-869.003186,-868.977092,-871.837959,-871.776310,-871.753442,24.1,70.8,87.2,11.8,50.5,64.9,0.4729,0.3304,0.5596,1.377642,0.560860,0.245463,-22.812999999999988,-15.156000000000006,-3.828499999999991,-18.984499999999997,-0.024,-0.038,0.066
46.4222,-869.077067257,-869.00642299,24.2,68.5,16.2,45.9,-869.074710,-869.003955,-868.974808,-871.835625,-871.776643,-871.751062,26.0,70.4,88.7,13.3,50.3,66.4,0.4694,0.3341,0.5560,1.310246,0.592427,0.305376,-23.02799999999999,-15.308999999999997,-3.859499999999997,-19.168499999999995,-0.033,-0.048,0.063
47.6439,-869.074167487,-869.007135955,26.0,68.1,17.4,45.6,-869.071016,-869.004314,-868.971585,-871.832858,-871.776851,-871.747892,28.3,70.1,90.7,15.0,50.2,68.4,0.4649,0.3349,0.5561,1.262477,0.598021,0.369436,-23.239000000000004,-15.619,-3.8100000000000023,-19.429000000000002,-0.044,-0.059,0.056
48.8655,-869.070493862,-869.007496392,28.3,67.9,19.0,45.5,-869.066074,-869.003593,-868.966946,-871.829055,-871.776151,-871.743400,31.4,70.6,93.6,17.4,50.6,71.2,0.4594,0.3334,0.5593,1.231052,0.582593,0.434572,-23.44399999999999,-16.084000000000003,-3.6799999999999926,-19.763999999999996,-0.055,-0.069,0.045
50.0872,-869.065597696,-869.006812445,31.4,68.3,21.0,45.8,-869.060401,-869.002033,-868.961415,-871.824628,-871.774679,-871.738115,34.9,71.6,97.1,20.2,51.5,74.5,0.4527,0.3309,0.5643,1.214379,0.553464,0.494753,-23.63900000000001,-16.688999999999993,-3.4750000000000085,-20.164,-0.066,-0.080,0.033
51.3088,-869.060023722,-869.00527533,34.9,69.3,23.4,46.4,-869.055001,-869.000314,-868.956031,-871.820368,-871.772993,-871.733038,38.3,72.6,100.4,22.9,52.6,77.7,0.4466,0.3296,0.5688,1.204831,0.520870,0.547332,-23.817000000000007,-17.413999999999987,-3.20150000000001,-20.615499999999997,-0.077,-0.089,0.020
52.5304,-869.054766681,-869.00353642,38.2,70.4,25.6,47.1,-869.050527,-868.998818,-868.951484,-871.816795,-871.771403,-871.728807,41.1,73.6,103.3,25.1,53.6,80.3,0.4409,0.3303,0.5722,1.200936,0.492755,0.589662,-23.97200000000001,-18.232,-2.8700000000000045,-21.102000000000004,-0.085,-0.097,0.011
53.7521,-869.050472893,-869.001959356,40.9,71.3,27.4,47.8,-869.047759,-868.998085,-868.948700,-871.814586,-871.770513,-871.726263,42.9,74.0,105.0,26.5,54.2,81.9,0.4382,0.3326,0.5751,1.197219,0.473216,0.620537,-24.09899999999999,-19.122000000000014,-2.4884999999999877,-21.610500000000002,-0.091,-0.102,0.005
54.9737,-869.04784072,-869.00114564,42.6,71.9,28.5,48.1,-869.046761,-868.998060,-868.947846,-871.813778,-871.770395,-871.725468,43.5,74.1,105.6,27.0,54.2,82.4,0.4422,0.3353,0.5796,1.190420,0.462990,0.636749,-24.194999999999993,-20.068000000000012,-2.0634999999999906,-22.131500000000003,-0.093,-0.104,0.004
56.1953,-869.046871525,-869.001109557,43.2,71.9,28.9,48.2,-869.047852,-868.999012,-868.949285,-871.814807,-871.771459,-871.726854,42.8,73.5,104.7,26.4,53.6,81.6,0.4502,0.3377,0.5846,1.181439,0.463765,0.636835,-24.263000000000005,-21.058999999999997,-1.6020000000000039,-22.661,-0.092,-0.104,0.009
57.4170,-869.047877212,-869.002132753,42.5,71.2,28.5,47.7,-869.050500,-869.000388,-868.952511,-871.817156,-871.773213,-871.729979,41.2,72.6,102.6,24.9,52.5,79.6,0.4637,0.3397,0.5898,1.167813,0.476281,0.622789,-24.307999999999993,-22.073000000000008,-1.1174999999999926,-23.1905,-0.087,-0.100,0.018
58.6386,-869.050322572,-869.003658365,41.0,70.3,27.5,47.1,-869.053697,-869.001356,-868.956360,-871.819935,-871.774704,-871.733825,39.1,72.0,100.2,23.1,51.5,77.2,0.4764,0.3430,0.5922,1.156273,0.501722,0.593433,-24.339,-23.083,-0.6280000000000001,-23.711,-0.079,-0.094,0.029
59.8603,-869.053305734,-869.00474172,39.1,69.6,26.2,46.6,-869.057075,-869.001743,-868.960381,-871.822734,-871.775590,-871.737932,37.0,71.7,97.7,21.4,51.0,74.6,0.4876,0.3492,0.5917,1.148912,0.537482,0.551343,-24.36500000000001,-24.062999999999988,-0.15100000000001046,-24.214,-0.069,-0.085,0.042
61.0819,-869.056512792,-869.005160951,37.1,69.3,24.9,46.5,-869.060516,-869.001703,-868.964326,-871.825521,-871.775907,-871.742052,34.9,71.8,95.2,19.6,50.8,72.0,0.4931,0.3566,0.5868,1.151505,0.577875,0.494657,-24.393,-24.980999999999995,0.29399999999999693,-24.686999999999998,-0.058,-0.075,0.053
62.3035,-869.059883751,-869.005032516,35.0,69.4,23.4,46.5,-869.063608,-869.001156,-868.967685,-871.827845,-871.775489,-871.745458,32.9,72.1,93.1,18.2,51.0,69.9,0.4955,0.3633,0.5817,1.170820,0.609466,0.430517,-24.426999999999992,-25.811000000000007,0.6920000000000073,-25.119,-0.047,-0.063,0.060
63.5252,-869.062982321,-869.004358985,33.0,69.8,22.1,46.8,-869.066230,-869.000175,-868.970341,-871.829640,-871.774502,-871.747991,31.3,72.7,91.5,17.1,51.7,68.3,0.4933,0.3655,0.5773,1.209567,0.622262,0.361759,-24.471000000000004,-26.532999999999987,1.0309999999999917,-25.501999999999995,-0.036,-0.052,0.063
64.7468,-869.065648732,-869.003273234,31.4,70.5,21.0,47.3,-869.068779,-868.999444,-868.972663,-871.831453,-871.773757,-871.750067,29.7,73.2,90.0,15.9,52.1,67.0,0.4888,0.3640,0.5760,1.272142,0.608024,0.296383,-24.52600000000001,-27.135999999999996,1.3049999999999926,-25.831000000000003,-0.027,-0.041,0.062
65.9684,-869.068248065,-869.002508091,29.7,71.0,19.9,47.6,-869.071383,-868.999277,-868.974802,-871.833546,-871.773728,-871.752019,28.0,73.3,88.7,14.6,52.1,65.8,0.4818,0.3585,0.5774,1.351655,0.570254,0.241359,-24.593999999999994,-27.610000000000014,1.5080000000000098,-26.102000000000004,-0.020,-0.031,0.055
67.1901,-869.070908789,-869.002359144,28.1,71.1,18.8,47.6,-869.074197,-868.999928,-868.976928,-871.836089,-871.774672,-871.754119,26.3,72.9,87.3,13.0,51.5,64.4,0.4757,0.3530,0.5819,1.432645,0.521076,0.201639,-24.673000000000002,-27.947000000000003,1.6370000000000005,-26.310000000000002,-0.016,-0.023,0.045
68.4117,-869.073793134,-869.003035578,26.3,70.7,17.6,47.4,-869.076281,-869.000562,-868.978258,-871.838216,-871.775767,-871.755694,25.0,72.5,86.5,11.7,50.9,63.5,0.4681,0.3492,0.5854,1.501431,0.477089,0.176805,-24.76599999999999,-28.147999999999996,1.6910000000000025,-26.456999999999994,-0.013,-0.016,0.032
69.6334,-869.075983578,-869.003665113,24.9,70.3,16.7,47.1,-869.077112,-869.000776,-868.978294,-871.839303,-871.776330,-871.756104,24.5,72.4,86.5,11.0,50.5,63.2,0.4582,0.3488,0.5874,1.556048,0.444081,0.164837,-24.872000000000014,-28.217000000000013,1.6724999999999994,-26.544500000000014,-0.013,-0.012,0.017
70.8550,-869.076966314,-869.003795116,24.3,70.2,16.3,47.0,-869.076858,-869.000609,-868.977278,-871.839352,-871.776280,-871.755457,24.6,72.5,87.1,11.0,50.5,63.6,0.4478,0.3523,0.5881,1.587529,0.429040,0.164953,-24.988,-28.164999999999992,1.5884999999999962,-26.576499999999996,-0.015,-0.009,0.002
72.0766,-869.076902633,-869.003478975,24.3,70.4,16.3,47.2,-869.075938,-869.000468,-868.975695,-871.838678,-871.775894,-871.754109,25.2,72.5,88.1,11.4,50.8,64.5,0.4350,0.3583,0.5855,1.597868,0.431315,0.175075,-25.11099999999999,-28.006,1.4475000000000051,-26.558499999999995,-0.018,-0.009,-0.012
73.2983,-869.076190898,-869.003130304,24.8,70.6,16.6,47.3,-869.074691,-869.000580,-868.973936,-871.837576,-871.775429,-871.752358,26.0,72.5,89.2,12.1,51.1,65.6,0.4223,0.3659,0.5814,1.587223,0.448061,0.194294,-25.24000000000001,-27.768,1.2639999999999958,-26.504000000000005,-0.023,-0.011,-0.023
74.5199,-869.075162983,-869.003021883,25.4,70.7,17.0,47.4,-869.072849,-869.000547,-868.971683,-871.835791,-871.774567,-871.749928,27.1,72.5,90.6,13.2,51.6,67.1,0.4108,0.3737,0.5766,1.561637,0.472982,0.220130,-25.370000000000005,-27.47999999999999,1.0549999999999926,-26.424999999999997,-0.028,-0.015,-0.029
75.7415,-869.073509539,-869.00277397,26.4,70.8,17.7,47.5,-869.070773,-869.000567,-868.969420,-871.833770,-871.773762,-871.747383,28.4,72.5,92.0,14.5,52.1,68.7,0.4046,0.3797,0.5722,1.517331,0.503231,0.252750,-25.497000000000014,-27.173000000000002,0.8379999999999939,-26.335000000000008,-0.034,-0.022,-0.029
76.9632,-869.071542162,-869.002661785,27.7,70.9,18.5,47.5,-869.068547,-869.000625,-868.967316,-871.831715,-871.773238,-871.745026,29.8,72.4,93.4,15.8,52.4,70.2,0.4058,0.3825,0.5700,1.456102,0.533425,0.290984,-25.619,-26.870000000000005,0.6255000000000024,-26.244500000000002,-0.040,-0.030,-0.022
78.1848,-869.069297945,-869.002707719,29.1,70.9,19.5,47.5,-869.067319,-869.001662,-868.966405,-871.830686,-871.774027,-871.743870,30.6,71.8,93.9,16.4,52.0,70.9,0.4167,0.3808,0.5707,1.382410,0.555064,0.335071,-25.733000000000004,-26.589,0.42799999999999727,-26.161,-0.045,-0.039,-0.009
79.4065,-869.067912599,-869.003890748,30.0,70.1,20.1,47.0,-869.065886,-869.002250,-868.965504,-871.829371,-871.774750,-871.742752,31.5,71.4,94.5,17.2,51.5,71.6,0.4369,0.3749,0.5734,1.296187,0.566454,0.382123,-25.840000000000003,-26.34899999999999,0.25449999999999307,-26.094499999999996,-0.049,-0.049,0.009
80.6281,-869.066183376,-869.004761804,31.0,69.6,20.8,46.6,-869.063961,-869.001916,-868.964164,-871.827297,-871.774793,-871.741148,32.7,71.6,95.3,18.5,51.5,72.6,0.4619,0.3661,0.5769,1.206847,0.565816,0.429278,-25.94399999999999,-26.153999999999996,0.10500000000000398,-26.048999999999992,-0.052,-0.059,0.031
81.8497,-869.063881402,-869.004793213,32.5,69.6,21.8,46.6,-869.061755,-869.000850,-868.962489,-871.824602,-871.774074,-871.739093,34.1,72.3,96.4,20.2,51.9,73.9,0.4876,0.3569,0.5801,1.125717,0.556047,0.472342,-26.051999999999992,-26.007000000000005,-0.022499999999993747,-26.0295,-0.055,-0.068,0.052
83.0714,-869.061287247,-869.004085048,34.1,70.0,22.9,46.9,-869.060393,-869.000200,-868.961605,-871.822514,-871.773684,-871.737762,34.9,72.7,96.9,21.5,52.2,74.7,0.5095,0.3481,0.5817,1.057449,0.544169,0.509168,-26.173000000000002,-25.914999999999992,-0.1290000000000049,-26.043999999999997,-0.057,-0.076,0.071
84.2930,-869.059583657,-869.003762521,35.2,70.2,23.6,47.0,-869.059151,-868.999614,-868.960821,-871.820672,-871.773065,-871.736512,35.7,73.1,97.4,22.7,52.6,75.5,0.5224,0.3419,0.5824,1.015873,0.534217,0.535493,-26.311000000000007,-25.87700000000001,-0.21699999999999875,-26.09400000000001,-0.058,-0.082,0.084
85.5147,-869.058124111,-869.003368128,36.1,70.5,24.2,47.2,-869.058391,-868.999536,-868.960521,-871.819656,-871.772798,-871.735874,36.2,73.1,97.6,23.3,52.7,75.9,0.5273,0.3370,0.5827,1.002044,0.528492,0.552758,-26.47200000000001,-25.88300000000001,-0.2944999999999993,-26.17750000000001,-0.060,-0.087,0.090
86.7363,-869.057262846,-869.003387652,36.6,70.4,24.5,47.2,-869.057657,-868.999511,-868.960275,-871.819187,-871.772606,-871.735573,36.7,73.1,97.8,23.6,52.8,76.1,0.5243,0.3347,0.5829,1.012631,0.527726,0.557961,-26.65700000000001,-25.926999999999992,-0.3650000000000091,-26.292,-0.061,-0.089,0.088
87.9579,-869.056517891,-869.003382815,37.1,70.4,24.9,47.2,-869.057488,-869.000000,-868.960624,-871.819885,-871.773158,-871.736301,36.8,72.8,97.6,23.2,52.5,75.6,0.5152,0.3350,0.5831,1.042275,0.531568,0.551189,-26.861999999999995,-26.001000000000005,-0.430499999999995,-26.4315,-0.062,-0.089,0.080
89.1796,-869.056432981,-869.003798463,37.2,70.2,24.9,47.0,-869.058514,-869.001440,-868.962167,-871.822228,-871.775048,-871.738698,36.1,71.9,96.6,21.7,51.3,74.1,0.5035,0.3388,0.5832,1.081183,0.539734,0.535859,-27.085000000000008,-26.093999999999994,-0.49550000000000693,-26.5895,-0.062,-0.088,0.065
90.4012,-869.057616948,-869.005103102,36.4,69.4,24.4,46.5,-869.059338,-869.002485,-868.963467,-871.824579,-871.776701,-871.741080,35.6,71.3,95.8,20.2,50.3,72.6,0.4893,0.3451,0.5835,1.129304,0.548402,0.512483,-27.31899999999999,-26.198000000000008,-0.5604999999999905,-26.758499999999998,-0.062,-0.084,0.046
91.6228,-869.058657599,-869.005945104,35.8,68.8,24.0,46.1,-869.059100,-869.002264,-868.963574,-871.825718,-871.776995,-871.742189,35.8,71.4,95.7,19.5,50.1,71.9,0.4735,0.3533,0.5844,1.184759,0.555054,0.484699,-27.557999999999993,-26.305000000000007,-0.626499999999993,-26.9315,-0.062,-0.080,0.024
92.8445,-869.058688678,-869.005477545,35.7,69.1,24.0,46.3,-869.058496,-869.001387,-868.963173,-871.826030,-871.776349,-871.742491,36.1,72.0,96.0,19.3,50.5,71.7,0.4570,0.3624,0.5849,1.242081,0.559716,0.453708,-27.796999999999997,-26.408999999999992,-0.6940000000000026,-27.102999999999994,-0.062,-0.074,0.002
94.0661,-869.0583802,-869.004327409,35.9,69.9,24.1,46.8,-869.058242,-869.000588,-868.962915,-871.826085,-871.775389,-871.742498,36.3,72.5,96.1,19.3,51.1,71.7,0.4404,0.3710,0.5846,1.299818,0.560618,0.422306,-28.026999999999987,-26.50399999999999,-0.7614999999999981,-27.26549999999999,-0.061,-0.069,-0.019
