"Time Scaled","S0 CASSCF 2R","S1 CASSCF 2R","S0 CASSCF 2R Scaled","S1 CASSCF 2R Scaled","S0 CASSCF 2R Scaled CASPT2","S1 CASSCF 2R Scaled CASPT2","S0 CASSCF Energy","S1 CASSCF Energy","S2 CASSCF Energy","S0 CASPT2 Energy","S1 CASPT2 Energy","S2 CASPT2 Energy","Scaled S0 CASSCF Energy","Scaled S1 CASSCF Energy","Scaled S2 CASSCF Energy","Scaled S0 CASPT2 Energy","Scaled S1 CASPT2 Energy","Scaled S2 CASPT2 Energy",,"S0 Mulliken Charge","S1 Mulliken Charge","S2 Mulliken Charge","Oscillator Strength S0S1","Oscillator Strength S0S2","Oscillator Strength S1S2","Reactive TORS","Reactive HOOP","HOOP in phase","TAU overlap","full-BLA","beta-BLA","rpsb-BLA"
0,-869.174745087,-869.059969384,0,72,0,50.9,-869.174411,-869.059013,-869.029902,-871.918923,-871.837359,-871.801957,0,72.4,90.7,0,51.2,73.4,51.2,0.5452,0.2727,0.5213,1.493346,0.290145,0.024033,-15.783,-8.684,-3.54949999999999,-12.2335,0.089,0.093,0.101
1.1895,-869.17471498,-869.060876538,0,71.5,0,50.5,-869.174097,-869.061239,-869.033735,-871.919529,-871.839205,-871.805519,0.2,71,88.3,-0.4,50,71.2,50.4,0.5356,0.2717,0.5228,1.538838,0.269889,0.023764,-15.788,-8.738,-3.52500000000001,-12.263,0.082,0.085,0.09
2.3789,-869.17436022,-869.063177538,0.2,70,0.2,49.5,-869.173186,-869.064047,-869.03912,-871.920207,-871.841609,-871.810676,0.8,69.3,84.9,-0.8,48.5,67.9,49.3,0.5199,0.2698,0.5256,1.617153,0.231402,0.021731,-15.798,-8.827,-3.4855,-12.3125,0.069,0.074,0.074
3.5684,-869.173407471,-869.066123646,0.8,68.2,0.6,48.2,-869.170853,-869.06605,-869.044227,-871.919999,-871.843329,-871.81597,2.2,68,81.7,-0.7,47.4,64.6,48.1,0.4993,0.267,0.5316,1.731799,0.166561,0.01606,-15.814,-8.952,-3.431,-12.383,0.054,0.059,0.053
4.7578,-869.17094104,-869.068371293,2.4,66.8,1.7,47.2,-869.167387,-869.067242,-869.048528,-871.919161,-871.844257,-871.820954,4.4,67.2,79,-0.1,46.9,61.5,47,0.4752,0.2646,0.5397,1.874558,0.078979,0.006978,-15.84,-9.118,-3.361,-12.479,0.036,0.042,0.031
5.9473,-869.16738606,-869.069872638,4.6,65.8,3.3,46.5,-869.163045,-869.067655,-869.051189,-871.917613,-871.8442,-871.824919,7.1,67,77.3,0.8,46.9,59,46.1,0.4509,0.2662,0.5482,1.989264,0.01364,0.000512,-15.878,-9.32499999999999,-3.2765,-12.6015,0.018,0.024,0.009
7.1368,-869.162944142,-869.070689822,7.4,65.3,5.2,46.2,-869.157629,-869.06771,-869.050865,-871.914932,-871.842896,-871.826551,10.5,67,77.5,2.5,47.7,58,45.2,0.4248,0.2843,0.5428,1.973454,0.072286,0.010404,-15.93,-9.57599999999999,-3.17700000000001,-12.753,-0.001,0.006,-0.01
8.3262,-869.157570293,-869.070763525,10.8,65.2,7.6,46.1,-869.151605,-869.067917,-869.047826,-871.911345,-871.841799,-871.825289,14.3,66.8,79.4,4.8,48.4,58.8,43.6,0.4006,0.3126,0.5288,1.823067,0.248858,0.043996,-15.998,-9.87100000000001,-3.06349999999999,-12.9345,-0.019,-0.013,-0.026
9.5157,-869.151743517,-869.070666895,14.4,65.3,10.2,46.2,-869.145211,-869.068154,-869.042629,-871.906908,-871.841071,-871.821335,18.3,66.7,82.7,7.5,48.9,61.2,41.4,0.3783,0.3378,0.519,1.663658,0.414897,0.094615,-16.085,-10.21,-2.9375,-13.1475,-0.037,-0.032,-0.037
10.7051,-869.145617874,-869.070505815,18.3,65.4,12.9,46.2,-869.139084,-869.068498,-869.036594,-871.902204,-871.840514,-871.816021,22.2,66.5,86.5,10.5,49.2,64.6,38.7,0.3605,0.3546,0.5167,1.543146,0.518472,0.157226,-16.191,-10.588,-2.8015,-13.3895,-0.053,-0.05,-0.042
11.8946,-869.139768338,-869.07054271,21.9,65.4,15.5,46.2,-869.133127,-869.068355,-869.030218,-871.897206,-871.839463,-871.809946,25.9,66.6,90.5,13.6,49.9,68.4,36.3,0.3498,0.3633,0.5192,1.457666,0.563901,0.22617,-16.314,-10.996,-2.65899999999999,-13.655,-0.066,-0.067,-0.04
13.0841,-869.134054982,-869.070213817,25.5,65.6,18,46.4,-869.127916,-869.067919,-869.024531,-871.892561,-871.838183,-871.804142,29.2,66.8,94.1,16.5,50.7,72,34.2,0.3485,0.3647,0.5248,1.391171,0.570969,0.29395,-16.454,-11.426,-2.51400000000001,-13.94,-0.077,-0.082,-0.032
14.2735,-869.128996476,-869.069732272,28.7,65.9,20.3,46.6,-869.1238,-869.067207,-869.020155,-871.888681,-871.836874,-871.799278,31.8,67.3,96.8,19,51.5,75.1,32.5,0.3574,0.3593,0.5326,1.335532,0.555306,0.347802,-16.606,-11.866,-2.36999999999999,-14.236,-0.083,-0.094,-0.017
15.463,-869.124846208,-869.069160549,31.3,66.3,22.1,46.8,-869.121094,-869.066305,-869.017447,-871.885907,-871.835746,-871.795821,33.5,67.8,98.5,20.7,52.2,77.2,31.5,0.3742,0.3474,0.5409,1.288139,0.5317,0.380779,-16.769,-12.302,-2.23350000000001,-14.5355,-0.085,-0.101,0.003
16.6525,-869.121948638,-869.068548997,33.1,66.6,23.4,47.1,-869.12019,-869.065525,-869.016844,-871.884557,-871.835093,-871.794291,34,68.3,98.9,21.6,52.6,78.2,31,0.3975,0.3334,0.5497,1.244185,0.513378,0.396036,-16.939,-12.722,-2.10849999999999,-14.8305,-0.083,-0.104,0.025
17.8419,-869.120694612,-869.068179237,33.9,66.9,24,47.3,-869.121276,-869.065103,-869.018366,-871.884791,-871.834974,-871.794903,33.3,68.6,97.9,21.4,52.7,77.8,31.3,0.4211,0.3222,0.5554,1.206785,0.510409,0.397491,-17.117,-13.119,-1.999,-15.118,-0.078,-0.102,0.048
19.0314,-869.121368505,-869.068160338,33.5,66.9,23.7,47.3,-869.123942,-869.064953,-869.021453,-871.886308,-871.835084,-871.797269,31.7,68.7,96,20.5,52.6,76.3,32.1,0.4397,0.3173,0.5562,1.182576,0.526342,0.386364,-17.301,-13.484,-1.90849999999999,-15.3925,-0.069,-0.096,0.068
20.2208,-869.123685007,-869.068270459,32,66.8,22.6,47.2,-869.127906,-869.065227,-869.025732,-871.888961,-871.83541,-871.800988,29.2,68.5,93.3,18.8,52.4,74,33.6,0.4513,0.3187,0.5527,1.176109,0.555101,0.360061,-17.494,-13.807,-1.84350000000001,-15.6505,-0.058,-0.085,0.083
21.4103,-869.127445437,-869.068606824,29.7,66.6,21,47.1,-869.132767,-869.065858,-869.030772,-871.89247,-871.835933,-871.805544,26.1,68.1,90.1,16.6,52.1,71.1,35.5,0.4568,0.3237,0.5475,1.191725,0.583303,0.317338,-17.696,-14.082,-1.807,-15.889,-0.046,-0.073,0.091
22.5998,-869.132231956,-869.069181074,26.7,66.2,18.9,46.8,-869.137882,-869.066644,-869.035883,-871.8964,-871.836595,-871.810218,22.9,67.6,86.9,14.1,51.7,68.2,37.6,0.4569,0.3271,0.5436,1.237509,0.590562,0.261798,-17.912,-14.303,-1.8045,-16.1075,-0.035,-0.059,0.092
23.7892,-869.137362732,-869.069874045,23.5,65.8,16.6,46.5,-869.142886,-869.06759,-869.04066,-871.900543,-871.83763,-871.814642,19.8,67,83.9,11.5,51,65.4,39.5,0.453,0.3263,0.5437,1.319959,0.55958,0.201989,-18.144,-14.467,-1.8385,-16.3055,-0.026,-0.045,0.086
24.9787,-869.142418853,-869.070781859,20.3,65.2,14.3,46.1,-869.14729,-869.068541,-869.044557,-871.904533,-871.839013,-871.818416,17,66.4,81.5,9,50.1,63.1,41.1,0.4463,0.3206,0.5481,1.438846,0.485511,0.146074,-18.395,-14.574,-1.9105,-16.4845,-0.018,-0.031,0.073
26.1681,-869.146899718,-869.071744951,17.5,64.6,12.4,45.7,-869.150742,-869.069395,-869.047199,-871.907964,-871.840634,-871.821249,14.9,65.9,79.8,6.9,49.1,61.3,42.2,0.4377,0.3123,0.5547,1.579183,0.382214,0.100768,-18.663,-14.629,-2.01700000000001,-16.646,-0.012,-0.019,0.056
27.3576,-869.150460037,-869.072630551,15.2,64.1,10.8,45.3,-869.152833,-869.069776,-869.048218,-871.910321,-871.841926,-871.822815,13.5,65.7,79.2,5.4,48.3,60.3,42.9,0.4283,0.3065,0.5596,1.714236,0.277842,0.067923,-18.948,-14.64,-2.15400000000001,-16.794,-0.008,-0.008,0.036
28.5471,-869.152719311,-869.072962809,13.8,63.9,9.8,45.1,-869.153848,-869.069812,-869.047997,-871.911708,-871.842755,-871.823405,12.9,65.6,79.3,4.5,47.8,59.9,43.3,0.418,0.3047,0.56,1.82367,0.19451,0.046508,-19.246,-14.617,-2.31450000000001,-16.9315,-0.005,0.001,0.016
29.7365,-869.153941769,-869.072839495,13.1,63.9,9.2,45.2,-869.15407,-869.069503,-869.046989,-871.912218,-871.842977,-871.823227,12.8,65.8,80,4.2,47.7,60.1,43.5,0.4088,0.3066,0.5572,1.901789,0.13769,0.033659,-19.555,-14.571,-2.492,-17.063,-0.003,0.008,-0.001
30.926,-869.15436834,-869.072322539,12.8,64.3,9,45.4,-869.153743,-869.068852,-869.045588,-871.911981,-871.84256,-871.822451,13,66.2,80.8,4.4,47.9,60.5,43.5,0.4022,0.3094,0.5528,1.954681,0.10131,0.025998,-19.869,-14.508,-2.68049999999999,-17.1885,-0.001,0.014,-0.014
32.1154,-869.154206749,-869.071475537,12.9,64.8,9.1,45.8,-869.153217,-869.068041,-869.044229,-871.911383,-871.841801,-871.821453,13.3,66.7,81.7,4.7,48.4,61.2,43.7,0.3982,0.3123,0.5486,1.989038,0.078479,0.021192,-20.187,-14.435,-2.876,-17.311,0.001,0.018,-0.021
33.3049,-869.153793927,-869.070513985,13.1,65.4,9.3,46.2,-869.152679,-869.067155,-869.043164,-871.910669,-871.840919,-871.820474,13.6,67.3,82.4,5.2,48.9,61.8,43.7,0.3987,0.3125,0.5463,2.010224,0.063508,0.017686,-20.505,-14.357,-3.074,-17.431,0.004,0.021,-0.022
34.4944,-869.153303442,-869.069552314,13.5,66,9.5,46.7,-869.152236,-869.066272,-869.042473,-871.910042,-871.840108,-871.819697,13.9,67.9,82.8,5.6,49.5,62.3,43.9,0.4021,0.3104,0.5455,2.021864,0.05305,0.014733,-20.821,-14.281,-3.27,-17.551,0.006,0.023,-0.017
35.6838,-869.152847493,-869.06866316,13.7,66.6,9.7,47.1,-869.152232,-869.06572,-869.042512,-871.909919,-871.839807,-871.819536,13.9,68.2,82.8,5.7,49.6,62.4,43.9,0.4093,0.3058,0.5476,2.025097,0.045915,0.012259,-21.131,-14.212,-3.45950000000001,-17.6715,0.009,0.023,-0.008
36.8733,-869.152770409,-869.068183949,13.8,66.9,9.7,47.3,-869.152394,-869.065268,-869.04294,-871.90999,-871.839723,-871.819681,13.8,68.5,82.5,5.6,49.7,62.3,44.1,0.4185,0.2996,0.5508,2.02174,0.041126,0.010223,-21.436,-14.157,-3.6395,-17.7965,0.012,0.023,0.005
38.0627,-869.152825645,-869.067847259,13.8,67.1,9.7,47.4,-869.152558,-869.064848,-869.043549,-871.910034,-871.839664,-871.819913,13.7,68.8,82.1,5.6,49.7,62.1,44.1,0.4278,0.2926,0.5547,2.013289,0.038956,0.008882,-21.732,-14.121,-3.80549999999999,-17.9265,0.014,0.022,0.02
39.2522,-869.152861354,-869.067572538,13.7,67.3,9.7,47.5,-869.15289,-869.064718,-869.044503,-871.910192,-871.839781,-871.820387,13.5,68.8,81.5,5.5,49.7,61.8,44.2,0.4362,0.2856,0.5589,1.999909,0.040502,0.008513,-22.019,-14.111,-3.95400000000001,-18.065,0.016,0.02,0.035
40.4417,-869.153058584,-869.067602177,13.6,67.2,9.6,47.5,-869.153308,-869.064944,-869.045735,-871.910394,-871.840024,-871.821082,13.2,68.7,80.7,5.4,49.5,61.4,44.1,0.4425,0.2805,0.5624,1.981164,0.048146,0.009549,-22.296,-14.137,-4.0795,-18.2165,0.016,0.017,0.048
41.6311,-869.153347831,-869.067985685,13.4,67,9.5,47.4,-869.153676,-869.065477,-869.047082,-871.91057,-871.840314,-871.821907,13,68.4,79.9,5.2,49.3,60.9,44.1,0.446,0.2774,0.5652,1.953147,0.066781,0.012964,-22.562,-14.206,-4.17800000000001,-18.384,0.015,0.013,0.058
42.8206,-869.153599474,-869.068664329,13.3,66.6,9.4,47,-869.153715,-869.066228,-869.048249,-871.910577,-871.84057,-871.822715,13,67.9,79.2,5.2,49.2,60.4,44,0.4466,0.2784,0.5663,1.908822,0.103939,0.020451,-22.818,-14.328,-4.245,-18.573,0.012,0.007,0.065
44.0101,-869.153547871,-869.069519568,13.3,66,9.4,46.7,-869.153319,-869.067262,-869.049069,-871.910445,-871.840957,-871.823473,13.2,67.2,78.7,5.3,48.9,59.9,43.6,0.4446,0.2846,0.5647,1.839332,0.167978,0.034773,-23.064,-14.516,-4.274,-18.79,0.007,0.001,0.066
45.1995,-869.153106608,-869.070577264,13.6,65.4,9.6,46.2,-869.152056,-869.068346,-869.048952,-871.909791,-871.841309,-871.823602,14,66.6,78.7,5.7,48.7,59.8,43,0.4388,0.2968,0.5593,1.745657,0.257707,0.058409,-23.301,-14.778,-4.2615,-19.0395,0,-0.007,0.063
46.389,-869.151864517,-869.071567526,14.4,64.7,10.1,45.8,-869.149669,-869.069301,-869.047533,-871.908378,-871.841619,-871.822649,15.5,66,79.6,6.6,48.5,60.4,41.9,0.4299,0.3122,0.5523,1.640462,0.357337,0.092567,-23.529,-15.121,-4.20399999999999,-19.325,-0.01,-0.016,0.057
47.5784,-869.1495704,-869.072330622,15.8,64.3,11.2,45.4,-869.145734,-869.069623,-869.044226,-871.90571,-871.841411,-871.819879,18,65.8,81.7,8.3,48.6,62.2,40.3,0.4176,0.3285,0.5467,1.546145,0.443377,0.135853,-23.75,-15.542,-4.104,-19.646,-0.021,-0.027,0.047
48.7679,-869.145806623,-869.072406163,18.2,64.2,12.8,45.4,-869.140944,-869.069765,-869.03977,-871.902294,-871.841021,-871.815886,21,65.7,84.5,10.4,48.9,64.7,38.5,0.403,0.342,0.5448,1.472963,0.501684,0.18561,-23.96,-16.037,-3.9615,-19.9985,-0.034,-0.04,0.035
49.9574,-869.141231875,-869.07230126,21,64.3,14.9,45.4,-869.135485,-869.069401,-869.034344,-871.898176,-871.840185,-871.810855,24.4,65.9,87.9,13,49.4,67.8,36.4,0.3892,0.3528,0.5458,1.414261,0.5342,0.23985,-24.156,-16.597,-3.7795,-20.3765,-0.047,-0.053,0.024
51.1468,-869.136033631,-869.071721886,24.3,64.6,17.2,45.7,-869.129694,-869.068483,-869.028328,-871.893573,-871.838822,-871.805168,28.1,66.5,91.7,15.9,50.3,71.4,34.4,0.3775,0.3608,0.549,1.368044,0.54386,0.295585,-24.33,-17.212,-3.55900000000001,-20.771,-0.06,-0.067,0.014
52.3363,-869.130532259,-869.070612472,27.7,65.3,19.6,46.2,-869.12436,-869.06738,-869.022659,-871.889181,-871.837348,-871.799792,31.4,67.2,95.2,18.7,51.2,74.8,32.5,0.3704,0.3658,0.5536,1.329322,0.53835,0.34914,-24.477,-17.873,-3.30200000000001,-21.175,-0.072,-0.079,0.009
53.5257,-869.125433433,-869.069374777,30.9,66.1,21.9,46.7,-869.120147,-869.066475,-869.018251,-871.885709,-871.836289,-871.795621,34.1,67.7,98,20.8,51.9,77.4,31.1,0.371,0.3673,0.5588,1.294092,0.523771,0.396961,-24.593,-18.571,-3.011,-21.582,-0.08,-0.09,0.008
54.7152,-869.121364558,-869.068432648,33.5,66.7,23.7,47.2,-869.117614,-869.066105,-869.01573,-871.883645,-871.835952,-871.793252,35.6,68,99.6,22.1,52.1,78.9,30,0.3776,0.3649,0.5641,1.264161,0.507802,0.432003,-24.676,-19.293,-2.69149999999999,-21.9845,-0.086,-0.098,0.012
55.9047,-869.118815685,-869.068142677,35.1,66.9,24.8,47.3,-869.116452,-869.065863,-869.014934,-871.882698,-871.835993,-871.792459,36.4,68.1,100.1,22.7,52,79.4,29.3,0.3915,0.3591,0.5701,1.236756,0.495735,0.452157,-24.729,-20.03,-2.34950000000001,-22.3795,-0.087,-0.102,0.02
57.0941,-869.117470809,-869.068114371,35.9,66.9,25.4,47.3,-869.116794,-869.065862,-869.015915,-871.882975,-871.836399,-871.793327,36.2,68.1,99.5,22.6,51.8,78.8,29.2,0.4072,0.3529,0.5749,1.215997,0.494201,0.454875,-24.755,-20.769,-1.993,-22.762,-0.085,-0.103,0.032
58.2836,-869.117538237,-869.068375597,35.9,66.7,25.4,47.2,-869.118553,-869.066114,-869.018472,-871.884389,-871.836992,-871.795729,35.1,68,97.9,21.7,51.4,77.3,29.7,0.42,0.3491,0.5765,1.206875,0.507273,0.439174,-24.761,-21.494,-1.6335,-23.1275,-0.079,-0.1,0.044
59.473,-869.118994974,-869.068832075,35,66.5,24.7,47,-869.12146,-869.066507,-869.022333,-871.886699,-871.83767,-871.799332,33.2,67.7,95.4,20.2,51,75,30.8,0.4302,0.3479,0.5745,1.207389,0.531559,0.407905,-24.754,-22.188,-1.283,-23.471,-0.071,-0.093,0.055
60.6625,-869.121667592,-869.069356992,33.3,66.1,23.5,46.7,-869.125193,-869.066967,-869.026962,-871.889653,-871.838235,-871.803692,30.9,67.4,92.5,18.4,50.6,72.3,32.2,0.4343,0.3497,0.5696,1.22556,0.559884,0.359148,-24.738,-22.835,-0.951499999999996,-23.7865,-0.06,-0.083,0.064
61.852,-869.125248312,-869.069823535,31.1,65.8,22,46.5,-869.129201,-869.067178,-869.031688,-871.892775,-871.838486,-871.808133,28.4,67.3,89.6,16.4,50.5,69.5,34.1,0.4348,0.3515,0.5634,1.263171,0.578051,0.29876,-24.72,-23.419,-0.650499999999994,-24.0695,-0.049,-0.071,0.068
63.0414,-869.129186318,-869.069971112,28.6,65.7,20.2,46.5,-869.133434,-869.067341,-869.036336,-871.896126,-871.838792,-871.812545,25.7,67.2,86.6,14.3,50.3,66.8,36,0.4331,0.3515,0.5574,1.323156,0.571895,0.23459,-24.704,-23.93,-0.387,-24.317,-0.039,-0.058,0.068
64.2309,-869.133402893,-869.070067172,25.9,65.7,18.3,46.4,-869.137781,-869.067656,-869.040666,-871.899703,-871.839443,-871.816763,23,67,83.9,12.1,49.9,64.1,37.8,0.4302,0.3481,0.5541,1.40962,0.531131,0.174478,-24.693,-24.359,-0.167000000000002,-24.526,-0.029,-0.045,0.063
65.4203,-869.137761796,-869.070347197,23.2,65.5,16.4,46.3,-869.14179,-869.068004,-869.044113,-871.903107,-871.840364,-871.820252,20.5,66.8,81.8,9.9,49.3,61.9,39.4,0.4263,0.3415,0.5544,1.51743,0.457623,0.125684,-24.69,-24.699,0.004500000000007,-24.6945,-0.02,-0.032,0.054
66.6098,-869.141812753,-869.070708261,20.7,65.3,14.6,46.1,-869.145204,-869.068355,-869.046455,-871.906071,-871.841429,-871.822786,18.3,66.6,80.3,8.1,48.6,60.3,40.5,0.4215,0.3337,0.5569,1.634338,0.365645,0.089559,-24.697,-24.947,0.125,-24.822,-0.014,-0.02,0.042
67.7993,-869.14529671,-869.071082791,18.5,65,13.1,46,-869.147351,-869.068181,-869.047051,-871.907831,-871.841883,-871.823646,17,66.7,79.9,7,48.3,59.8,41.3,0.4151,0.3283,0.5598,1.740828,0.277788,0.065731,-24.714,-25.103,0.194500000000005,-24.9085,-0.009,-0.01,0.027
68.9887,-869.147563664,-869.070885704,17.1,65.2,12.1,46.1,-869.14859,-869.067798,-869.046505,-871.908644,-871.841835,-871.823354,16.2,66.9,80.3,6.5,48.4,60,41.9,0.4068,0.3259,0.5603,1.821254,0.211527,0.052078,-24.739,-25.17,0.215499999999992,-24.9545,-0.006,-0.001,0.011
70.1782,-869.148958115,-869.070412705,16.2,65.5,11.4,46.3,-869.149115,-869.067309,-869.045203,-871.908716,-871.841349,-871.822269,15.9,67.2,81.1,6.4,48.7,60.7,42.3,0.3975,0.3272,0.5591,1.871787,0.171817,0.046368,-24.771,-25.158,0.1935,-24.9645,-0.004,0.006,-0.003
71.3677,-869.149661941,-869.069784017,15.7,65.9,11.1,46.6,-869.149045,-869.066692,-869.043457,-871.908158,-871.840414,-871.82065,15.9,67.6,82.2,6.8,49.3,61.7,42.5,0.3879,0.3311,0.5564,1.897943,0.153927,0.046042,-24.806,-25.08,0.137,-24.943,-0.003,0.011,-0.015
72.5571,-869.149762413,-869.069001161,15.7,66.4,11.1,46.9,-869.148479,-869.06593,-869.041575,-871.907163,-871.839191,-871.818779,16.3,68.1,83.4,7.4,50,62.8,42.6,0.3803,0.3358,0.554,1.902194,0.153882,0.049796,-24.839,-24.955,0.058000000000007,-24.897,-0.003,0.014,-0.022
73.7466,-869.149334736,-869.06810333,15.9,66.9,11.3,47.3,-869.147604,-869.06516,-869.039876,-871.906026,-871.837968,-871.817015,16.8,68.6,84.4,8.1,50.8,63.9,42.7,0.3769,0.3404,0.5534,1.886678,0.16881,0.05659,-24.87,-24.799,-0.035499999999999,-24.8345,-0.003,0.015,-0.023
74.936,-869.148531733,-869.067260835,16.4,67.4,11.6,47.7,-869.147297,-869.065276,-869.039298,-871.905713,-871.837752,-871.816342,17,68.5,84.8,8.3,50.9,64.4,42.6,0.3783,0.3442,0.5552,1.850629,0.198314,0.066501,-24.895,-24.628,-0.133500000000012,-24.7615,-0.004,0.013,-0.017
76.1255,-869.148229569,-869.067378996,16.6,67.4,11.8,47.6,-869.147264,-869.066021,-869.039549,-871.9059,-871.838279,-871.816459,17,68,84.6,8.2,50.6,64.3,42.4,0.3855,0.3469,0.5592,1.792349,0.242503,0.080139,-24.916,-24.454,-0.230999999999995,-24.685,-0.006,0.009,-0.006
77.315,-869.148125258,-869.068205112,16.7,66.9,11.8,47.3,-869.14688,-869.066829,-869.039897,-871.905844,-871.838888,-871.816623,17.3,67.5,84.4,8.2,50.2,64.2,42,0.3973,0.3486,0.564,1.712829,0.299604,0.098578,-24.937,-24.288,-0.3245,-24.6125,-0.008,0.002,0.01
78.5044,-869.147599304,-869.06914913,17,66.3,12,46.8,-869.145784,-869.067407,-869.039831,-871.905058,-871.839172,-871.816298,18,67.1,84.5,8.7,50,64.4,41.3,0.4108,0.3503,0.5674,1.617744,0.364389,0.122662,-24.963,-24.137,-0.412999999999997,-24.55,-0.01,-0.006,0.029
79.6939,-869.146312207,-869.069878749,17.8,65.8,12.6,46.5,-869.14387,-869.067666,-869.039129,-871.903378,-871.839048,-871.815237,19.2,67,84.9,9.8,50.1,65.1,40.3,0.4251,0.3513,0.5688,1.514333,0.428683,0.153243,-25.001,-24.005,-0.498000000000005,-24.503,-0.014,-0.016,0.048
80.8833,-869.144202361,-869.070294238,19.2,65.5,13.5,46.3,-869.141508,-869.067944,-869.038012,-871.901208,-871.838884,-871.813706,20.6,66.8,85.6,11.1,50.2,66,39.1,0.4375,0.3513,0.5688,1.416062,0.482159,0.188743,-25.058,-23.897,-0.580500000000001,-24.4775,-0.019,-0.027,0.064
82.0728,-869.141659343,-869.070710301,20.8,65.3,14.7,46.1,-869.138629,-869.068086,-869.03634,-871.898584,-871.838599,-871.811622,22.5,66.7,86.6,12.8,50.4,67.3,37.6,0.4463,0.3495,0.5685,1.334681,0.517337,0.226469,-25.14,-23.812,-0.663999999999987,-24.476,-0.025,-0.039,0.077
83.2623,-869.138632283,-869.070963768,22.7,65.1,16,46,-869.135651,-869.068315,-869.034471,-871.896049,-871.838592,-871.809462,24.3,66.6,87.8,14.4,50.4,68.7,36,0.4516,0.3461,0.5686,1.271487,0.535159,0.264828,-25.25,-23.751,-0.749499999999998,-24.5005,-0.032,-0.051,0.084
84.4517,-869.135548161,-869.071306311,24.6,64.9,17.4,45.9,-869.132878,-869.068729,-869.032685,-871.894091,-871.839102,-871.807734,26.1,66.3,88.9,15.6,50.1,69.8,34.5,0.4534,0.3417,0.5692,1.227628,0.539294,0.3009,-25.389,-23.712,-0.83850000000001,-24.5505,-0.04,-0.063,0.085
85.6412,-869.132706596,-869.071814411,26.4,64.6,18.6,45.7,-869.130456,-869.069334,-869.031018,-871.89278,-871.840022,-871.806451,27.6,65.9,90,16.4,49.5,70.6,33.1,0.4511,0.3377,0.5702,1.202885,0.535527,0.332393,-25.556,-23.691,-0.932500000000004,-24.6235,-0.048,-0.073,0.079
86.8306,-869.130283038,-869.072463992,27.9,64.2,19.7,45.4,-869.128481,-869.070063,-869.029591,-871.892158,-871.84124,-871.805766,28.8,65.5,90.9,16.8,48.7,71,31.9,0.4448,0.336,0.5703,1.193576,0.53037,0.358514,-25.746,-23.688,-1.02900000000001,-24.717,-0.056,-0.081,0.068
88.0201,-869.128375683,-869.073164041,29.1,63.7,20.6,45.1,-869.126492,-869.070353,-869.027974,-871.891539,-871.841995,-871.80505,30.1,65.3,91.9,17.2,48.3,71.5,31.1,0.4343,0.3371,0.5697,1.197808,0.5277,0.378762,-25.956,-23.702,-1.127,-24.829,-0.064,-0.088,0.053
89.2096,-869.126535427,-869.073339645,30.3,63.6,21.4,45,-869.124385,-869.070004,-869.026088,-871.890619,-871.841942,-871.804057,31.4,65.5,93.1,17.8,48.3,72.1,30.5,0.4203,0.3418,0.5675,1.213298,0.529447,0.392354,-26.181,-23.727,-1.227,-24.954,-0.07,-0.092,0.035
90.399,-869.124649186,-869.072786286,31.4,64,22.2,45.2,-869.122405,-869.069163,-869.024214,-871.889436,-871.841114,-871.802866,32.6,66,94.3,18.5,48.8,72.8,30.3,0.4028,0.3494,0.5636,1.237963,0.5357,0.397707,-26.415,-23.761,-1.327,-25.088,-0.074,-0.094,0.015
91.5885,-869.122940199,-869.071669496,32.5,64.7,23,45.7,-869.120889,-869.06808,-869.022721,-871.888233,-871.839791,-871.801741,33.6,66.7,95.2,19.3,49.7,73.5,30.4,0.3847,0.3585,0.5585,1.268352,0.54479,0.39354,-26.652,-23.798,-1.42699999999999,-25.225,-0.077,-0.093,-0.002
92.7779,-869.121699761,-869.070286697,33.3,65.5,23.5,46.3,-869.120095,-869.066995,-869.021912,-871.887321,-871.838354,-871.800987,34.1,67.4,95.7,19.8,50.6,74,30.8,0.3681,0.3667,0.5533,1.300596,0.553725,0.379427,-26.881,-23.831,-1.52500000000001,-25.356,-0.078,-0.091,-0.017
93.9674,-869.121133308,-869.068944725,33.6,66.4,23.8,46.9,-869.120116,-869.066044,-869.021913,-871.886933,-871.837102,-871.80082,34.1,68,95.7,20.1,51.3,74.1,31.2,0.3562,0.3718,0.549,1.331964,0.560119,0.356074,-27.094,-23.855,-1.6195,-25.4745,-0.076,-0.086,-0.026
95.1569,-869.121277881,-869.067831424,33.6,67.1,23.7,47.4,-869.121493,-869.065887,-869.023343,-871.887832,-871.836861,-871.801993,33.2,68.1,94.8,19.5,51.5,73.4,32,0.3516,0.3727,0.5465,1.360056,0.561912,0.327318,-27.281,-23.861,-1.71000000000001,-25.571,-0.072,-0.081,-0.028
96.3463,-869.122650676,-869.067646513,32.7,67.2,23.1,47.5,-869.124364,-869.066812,-869.026365,-871.890219,-871.837912,-871.804699,31.4,67.5,92.9,18,50.8,71.7,32.8,0.3559,0.3692,0.5462,1.382182,0.559231,0.297645,-27.433,-23.847,-1.79299999999999,-25.64,-0.066,-0.074,-0.023
97.5358,-869.125407392,-869.068669201,31,66.6,21.9,47,-869.128378,-869.068515,-869.030516,-871.893676,-871.839881,-871.808517,28.9,66.5,90.3,15.8,49.6,69.3,33.8,0.367,0.3635,0.5474,1.396741,0.554066,0.269805,-27.543,-23.81,-1.8665,-25.6765,-0.059,-0.067,-0.011
